Date;Annee;Trimestre;MoisNum;MoisNom;MoisAbrege;AnneeMois;AnneeMoisTri;Jour;JourSemaine;EstJourOuvre;EstPasse
2025-12-06;2025;T4;12;décembre;Déc;2025-12;202512;6;samedi;0;1
2025-12-07;2025;T4;12;décembre;Déc;2025-12;202512;7;dimanche;0;1
2025-12-08;2025;T4;12;décembre;Déc;2025-12;202512;8;lundi;1;1
2025-12-09;2025;T4;12;décembre;Déc;2025-12;202512;9;mardi;1;1
2025-12-10;2025;T4;12;décembre;Déc;2025-12;202512;10;mercredi;1;1
2025-12-11;2025;T4;12;décembre;Déc;2025-12;202512;11;jeudi;1;1
2025-12-12;2025;T4;12;décembre;Déc;2025-12;202512;12;vendredi;1;1
2025-12-13;2025;T4;12;décembre;Déc;2025-12;202512;13;samedi;0;1
2025-12-14;2025;T4;12;décembre;Déc;2025-12;202512;14;dimanche;0;1
2025-12-15;2025;T4;12;décembre;Déc;2025-12;202512;15;lundi;1;1
2025-12-16;2025;T4;12;décembre;Déc;2025-12;202512;16;mardi;1;1
2025-12-17;2025;T4;12;décembre;Déc;2025-12;202512;17;mercredi;1;1
2025-12-18;2025;T4;12;décembre;Déc;2025-12;202512;18;jeudi;1;1
2025-12-19;2025;T4;12;décembre;Déc;2025-12;202512;19;vendredi;1;1
2025-12-20;2025;T4;12;décembre;Déc;2025-12;202512;20;samedi;0;1
2025-12-21;2025;T4;12;décembre;Déc;2025-12;202512;21;dimanche;0;1
2025-12-22;2025;T4;12;décembre;Déc;2025-12;202512;22;lundi;1;1
2025-12-23;2025;T4;12;décembre;Déc;2025-12;202512;23;mardi;1;1
2025-12-24;2025;T4;12;décembre;Déc;2025-12;202512;24;mercredi;1;1
2025-12-25;2025;T4;12;décembre;Déc;2025-12;202512;25;jeudi;0;1
2025-12-26;2025;T4;12;décembre;Déc;2025-12;202512;26;vendredi;1;1
2025-12-27;2025;T4;12;décembre;Déc;2025-12;202512;27;samedi;0;1
2025-12-28;2025;T4;12;décembre;Déc;2025-12;202512;28;dimanche;0;1
2025-12-29;2025;T4;12;décembre;Déc;2025-12;202512;29;lundi;1;1
2025-12-30;2025;T4;12;décembre;Déc;2025-12;202512;30;mardi;1;1
2025-12-31;2025;T4;12;décembre;Déc;2025-12;202512;31;mercredi;1;1
2026-01-01;2026;T1;1;janvier;Jan;2026-01;202601;1;jeudi;0;1
2026-01-02;2026;T1;1;janvier;Jan;2026-01;202601;2;vendredi;1;1
2026-01-03;2026;T1;1;janvier;Jan;2026-01;202601;3;samedi;0;1
2026-01-04;2026;T1;1;janvier;Jan;2026-01;202601;4;dimanche;0;1
2026-01-05;2026;T1;1;janvier;Jan;2026-01;202601;5;lundi;1;1
2026-01-06;2026;T1;1;janvier;Jan;2026-01;202601;6;mardi;1;1
2026-01-07;2026;T1;1;janvier;Jan;2026-01;202601;7;mercredi;1;1
2026-01-08;2026;T1;1;janvier;Jan;2026-01;202601;8;jeudi;1;1
2026-01-09;2026;T1;1;janvier;Jan;2026-01;202601;9;vendredi;1;1
2026-01-10;2026;T1;1;janvier;Jan;2026-01;202601;10;samedi;0;1
2026-01-11;2026;T1;1;janvier;Jan;2026-01;202601;11;dimanche;0;1
2026-01-12;2026;T1;1;janvier;Jan;2026-01;202601;12;lundi;1;1
2026-01-13;2026;T1;1;janvier;Jan;2026-01;202601;13;mardi;1;1
2026-01-14;2026;T1;1;janvier;Jan;2026-01;202601;14;mercredi;1;1
2026-01-15;2026;T1;1;janvier;Jan;2026-01;202601;15;jeudi;1;1
2026-01-16;2026;T1;1;janvier;Jan;2026-01;202601;16;vendredi;1;1
2026-01-17;2026;T1;1;janvier;Jan;2026-01;202601;17;samedi;0;1
2026-01-18;2026;T1;1;janvier;Jan;2026-01;202601;18;dimanche;0;1
2026-01-19;2026;T1;1;janvier;Jan;2026-01;202601;19;lundi;1;1
2026-01-20;2026;T1;1;janvier;Jan;2026-01;202601;20;mardi;1;1
2026-01-21;2026;T1;1;janvier;Jan;2026-01;202601;21;mercredi;1;1
2026-01-22;2026;T1;1;janvier;Jan;2026-01;202601;22;jeudi;1;1
2026-01-23;2026;T1;1;janvier;Jan;2026-01;202601;23;vendredi;1;1
2026-01-24;2026;T1;1;janvier;Jan;2026-01;202601;24;samedi;0;1
2026-01-25;2026;T1;1;janvier;Jan;2026-01;202601;25;dimanche;0;1
2026-01-26;2026;T1;1;janvier;Jan;2026-01;202601;26;lundi;1;1
2026-01-27;2026;T1;1;janvier;Jan;2026-01;202601;27;mardi;1;1
2026-01-28;2026;T1;1;janvier;Jan;2026-01;202601;28;mercredi;1;1
2026-01-29;2026;T1;1;janvier;Jan;2026-01;202601;29;jeudi;1;1
2026-01-30;2026;T1;1;janvier;Jan;2026-01;202601;30;vendredi;1;1
2026-01-31;2026;T1;1;janvier;Jan;2026-01;202601;31;samedi;0;1
2026-02-01;2026;T1;2;février;Fév;2026-02;202602;1;dimanche;0;1
2026-02-02;2026;T1;2;février;Fév;2026-02;202602;2;lundi;1;1
2026-02-03;2026;T1;2;février;Fév;2026-02;202602;3;mardi;1;1
2026-02-04;2026;T1;2;février;Fév;2026-02;202602;4;mercredi;1;1
2026-02-05;2026;T1;2;février;Fév;2026-02;202602;5;jeudi;1;1
2026-02-06;2026;T1;2;février;Fév;2026-02;202602;6;vendredi;1;1
2026-02-07;2026;T1;2;février;Fév;2026-02;202602;7;samedi;0;1
2026-02-08;2026;T1;2;février;Fév;2026-02;202602;8;dimanche;0;1
2026-02-09;2026;T1;2;février;Fév;2026-02;202602;9;lundi;1;1
2026-02-10;2026;T1;2;février;Fév;2026-02;202602;10;mardi;1;1
2026-02-11;2026;T1;2;février;Fév;2026-02;202602;11;mercredi;1;1
2026-02-12;2026;T1;2;février;Fév;2026-02;202602;12;jeudi;1;1
2026-02-13;2026;T1;2;février;Fév;2026-02;202602;13;vendredi;1;1
2026-02-14;2026;T1;2;février;Fév;2026-02;202602;14;samedi;0;1
2026-02-15;2026;T1;2;février;Fév;2026-02;202602;15;dimanche;0;1
2026-02-16;2026;T1;2;février;Fév;2026-02;202602;16;lundi;1;1
2026-02-17;2026;T1;2;février;Fév;2026-02;202602;17;mardi;1;1
2026-02-18;2026;T1;2;février;Fév;2026-02;202602;18;mercredi;1;1
2026-02-19;2026;T1;2;février;Fév;2026-02;202602;19;jeudi;1;1
2026-02-20;2026;T1;2;février;Fév;2026-02;202602;20;vendredi;1;1
2026-02-21;2026;T1;2;février;Fév;2026-02;202602;21;samedi;0;1
2026-02-22;2026;T1;2;février;Fév;2026-02;202602;22;dimanche;0;1
2026-02-23;2026;T1;2;février;Fév;2026-02;202602;23;lundi;1;1
2026-02-24;2026;T1;2;février;Fév;2026-02;202602;24;mardi;1;1
2026-02-25;2026;T1;2;février;Fév;2026-02;202602;25;mercredi;1;1
2026-02-26;2026;T1;2;février;Fév;2026-02;202602;26;jeudi;1;1
2026-02-27;2026;T1;2;février;Fév;2026-02;202602;27;vendredi;1;1
2026-02-28;2026;T1;2;février;Fév;2026-02;202602;28;samedi;0;1
2026-03-01;2026;T1;3;mars;Mar;2026-03;202603;1;dimanche;0;1
2026-03-02;2026;T1;3;mars;Mar;2026-03;202603;2;lundi;1;1
2026-03-03;2026;T1;3;mars;Mar;2026-03;202603;3;mardi;1;1
2026-03-04;2026;T1;3;mars;Mar;2026-03;202603;4;mercredi;1;1
2026-03-05;2026;T1;3;mars;Mar;2026-03;202603;5;jeudi;1;1
2026-03-06;2026;T1;3;mars;Mar;2026-03;202603;6;vendredi;1;1
2026-03-07;2026;T1;3;mars;Mar;2026-03;202603;7;samedi;0;1
2026-03-08;2026;T1;3;mars;Mar;2026-03;202603;8;dimanche;0;1
2026-03-09;2026;T1;3;mars;Mar;2026-03;202603;9;lundi;1;1
2026-03-10;2026;T1;3;mars;Mar;2026-03;202603;10;mardi;1;1
2026-03-11;2026;T1;3;mars;Mar;2026-03;202603;11;mercredi;1;1
2026-03-12;2026;T1;3;mars;Mar;2026-03;202603;12;jeudi;1;1
2026-03-13;2026;T1;3;mars;Mar;2026-03;202603;13;vendredi;1;1
2026-03-14;2026;T1;3;mars;Mar;2026-03;202603;14;samedi;0;1
2026-03-15;2026;T1;3;mars;Mar;2026-03;202603;15;dimanche;0;1
2026-03-16;2026;T1;3;mars;Mar;2026-03;202603;16;lundi;1;1
2026-03-17;2026;T1;3;mars;Mar;2026-03;202603;17;mardi;1;1
2026-03-18;2026;T1;3;mars;Mar;2026-03;202603;18;mercredi;1;1
2026-03-19;2026;T1;3;mars;Mar;2026-03;202603;19;jeudi;1;1
2026-03-20;2026;T1;3;mars;Mar;2026-03;202603;20;vendredi;1;1
2026-03-21;2026;T1;3;mars;Mar;2026-03;202603;21;samedi;0;1
2026-03-22;2026;T1;3;mars;Mar;2026-03;202603;22;dimanche;0;1
2026-03-23;2026;T1;3;mars;Mar;2026-03;202603;23;lundi;1;1
2026-03-24;2026;T1;3;mars;Mar;2026-03;202603;24;mardi;1;1
2026-03-25;2026;T1;3;mars;Mar;2026-03;202603;25;mercredi;1;1
2026-03-26;2026;T1;3;mars;Mar;2026-03;202603;26;jeudi;1;1
2026-03-27;2026;T1;3;mars;Mar;2026-03;202603;27;vendredi;1;1
2026-03-28;2026;T1;3;mars;Mar;2026-03;202603;28;samedi;0;1
2026-03-29;2026;T1;3;mars;Mar;2026-03;202603;29;dimanche;0;1
2026-03-30;2026;T1;3;mars;Mar;2026-03;202603;30;lundi;1;1
2026-03-31;2026;T1;3;mars;Mar;2026-03;202603;31;mardi;1;1
2026-04-01;2026;T2;4;avril;Avr;2026-04;202604;1;mercredi;1;1
2026-04-02;2026;T2;4;avril;Avr;2026-04;202604;2;jeudi;1;1
2026-04-03;2026;T2;4;avril;Avr;2026-04;202604;3;vendredi;1;1
2026-04-04;2026;T2;4;avril;Avr;2026-04;202604;4;samedi;0;1
2026-04-05;2026;T2;4;avril;Avr;2026-04;202604;5;dimanche;0;1
2026-04-06;2026;T2;4;avril;Avr;2026-04;202604;6;lundi;1;1
2026-04-07;2026;T2;4;avril;Avr;2026-04;202604;7;mardi;1;1
2026-04-08;2026;T2;4;avril;Avr;2026-04;202604;8;mercredi;1;1
2026-04-09;2026;T2;4;avril;Avr;2026-04;202604;9;jeudi;1;1
2026-04-10;2026;T2;4;avril;Avr;2026-04;202604;10;vendredi;1;1
2026-04-11;2026;T2;4;avril;Avr;2026-04;202604;11;samedi;0;1
2026-04-12;2026;T2;4;avril;Avr;2026-04;202604;12;dimanche;0;1
2026-04-13;2026;T2;4;avril;Avr;2026-04;202604;13;lundi;1;1
2026-04-14;2026;T2;4;avril;Avr;2026-04;202604;14;mardi;1;1
2026-04-15;2026;T2;4;avril;Avr;2026-04;202604;15;mercredi;1;1
2026-04-16;2026;T2;4;avril;Avr;2026-04;202604;16;jeudi;1;1
2026-04-17;2026;T2;4;avril;Avr;2026-04;202604;17;vendredi;1;1
2026-04-18;2026;T2;4;avril;Avr;2026-04;202604;18;samedi;0;1
2026-04-19;2026;T2;4;avril;Avr;2026-04;202604;19;dimanche;0;1
2026-04-20;2026;T2;4;avril;Avr;2026-04;202604;20;lundi;1;1
2026-04-21;2026;T2;4;avril;Avr;2026-04;202604;21;mardi;1;1
2026-04-22;2026;T2;4;avril;Avr;2026-04;202604;22;mercredi;1;1
2026-04-23;2026;T2;4;avril;Avr;2026-04;202604;23;jeudi;1;1
2026-04-24;2026;T2;4;avril;Avr;2026-04;202604;24;vendredi;1;1
2026-04-25;2026;T2;4;avril;Avr;2026-04;202604;25;samedi;0;1
2026-04-26;2026;T2;4;avril;Avr;2026-04;202604;26;dimanche;0;1
2026-04-27;2026;T2;4;avril;Avr;2026-04;202604;27;lundi;1;1
2026-04-28;2026;T2;4;avril;Avr;2026-04;202604;28;mardi;1;1
2026-04-29;2026;T2;4;avril;Avr;2026-04;202604;29;mercredi;1;1
2026-04-30;2026;T2;4;avril;Avr;2026-04;202604;30;jeudi;1;1
2026-05-01;2026;T2;5;mai;Mai;2026-05;202605;1;vendredi;0;1
2026-05-02;2026;T2;5;mai;Mai;2026-05;202605;2;samedi;0;1
2026-05-03;2026;T2;5;mai;Mai;2026-05;202605;3;dimanche;0;1
2026-05-04;2026;T2;5;mai;Mai;2026-05;202605;4;lundi;1;1
2026-05-05;2026;T2;5;mai;Mai;2026-05;202605;5;mardi;1;1
2026-05-06;2026;T2;5;mai;Mai;2026-05;202605;6;mercredi;1;1
2026-05-07;2026;T2;5;mai;Mai;2026-05;202605;7;jeudi;1;1
2026-05-08;2026;T2;5;mai;Mai;2026-05;202605;8;vendredi;0;1
2026-05-09;2026;T2;5;mai;Mai;2026-05;202605;9;samedi;0;1
2026-05-10;2026;T2;5;mai;Mai;2026-05;202605;10;dimanche;0;1
2026-05-11;2026;T2;5;mai;Mai;2026-05;202605;11;lundi;1;1
2026-05-12;2026;T2;5;mai;Mai;2026-05;202605;12;mardi;1;1
2026-05-13;2026;T2;5;mai;Mai;2026-05;202605;13;mercredi;1;1
2026-05-14;2026;T2;5;mai;Mai;2026-05;202605;14;jeudi;1;1
2026-05-15;2026;T2;5;mai;Mai;2026-05;202605;15;vendredi;1;1
2026-05-16;2026;T2;5;mai;Mai;2026-05;202605;16;samedi;0;1
2026-05-17;2026;T2;5;mai;Mai;2026-05;202605;17;dimanche;0;1
2026-05-18;2026;T2;5;mai;Mai;2026-05;202605;18;lundi;1;1
2026-05-19;2026;T2;5;mai;Mai;2026-05;202605;19;mardi;1;1
2026-05-20;2026;T2;5;mai;Mai;2026-05;202605;20;mercredi;1;1
2026-05-21;2026;T2;5;mai;Mai;2026-05;202605;21;jeudi;1;1
2026-05-22;2026;T2;5;mai;Mai;2026-05;202605;22;vendredi;1;1
2026-05-23;2026;T2;5;mai;Mai;2026-05;202605;23;samedi;0;1
2026-05-24;2026;T2;5;mai;Mai;2026-05;202605;24;dimanche;0;1
2026-05-25;2026;T2;5;mai;Mai;2026-05;202605;25;lundi;1;1
2026-05-26;2026;T2;5;mai;Mai;2026-05;202605;26;mardi;1;1
2026-05-27;2026;T2;5;mai;Mai;2026-05;202605;27;mercredi;1;1
2026-05-28;2026;T2;5;mai;Mai;2026-05;202605;28;jeudi;1;1
2026-05-29;2026;T2;5;mai;Mai;2026-05;202605;29;vendredi;1;1
2026-05-30;2026;T2;5;mai;Mai;2026-05;202605;30;samedi;0;1
2026-05-31;2026;T2;5;mai;Mai;2026-05;202605;31;dimanche;0;1
2026-06-01;2026;T2;6;juin;Juin;2026-06;202606;1;lundi;1;1
2026-06-02;2026;T2;6;juin;Juin;2026-06;202606;2;mardi;1;1
2026-06-03;2026;T2;6;juin;Juin;2026-06;202606;3;mercredi;1;1
2026-06-04;2026;T2;6;juin;Juin;2026-06;202606;4;jeudi;1;1
2026-06-05;2026;T2;6;juin;Juin;2026-06;202606;5;vendredi;1;1
2026-06-06;2026;T2;6;juin;Juin;2026-06;202606;6;samedi;0;1
2026-06-07;2026;T2;6;juin;Juin;2026-06;202606;7;dimanche;0;1
2026-06-08;2026;T2;6;juin;Juin;2026-06;202606;8;lundi;1;1
2026-06-09;2026;T2;6;juin;Juin;2026-06;202606;9;mardi;1;1
2026-06-10;2026;T2;6;juin;Juin;2026-06;202606;10;mercredi;1;1
2026-06-11;2026;T2;6;juin;Juin;2026-06;202606;11;jeudi;1;1
2026-06-12;2026;T2;6;juin;Juin;2026-06;202606;12;vendredi;1;1
2026-06-13;2026;T2;6;juin;Juin;2026-06;202606;13;samedi;0;1
2026-06-14;2026;T2;6;juin;Juin;2026-06;202606;14;dimanche;0;1
2026-06-15;2026;T2;6;juin;Juin;2026-06;202606;15;lundi;1;1
2026-06-16;2026;T2;6;juin;Juin;2026-06;202606;16;mardi;1;1
2026-06-17;2026;T2;6;juin;Juin;2026-06;202606;17;mercredi;1;1
2026-06-18;2026;T2;6;juin;Juin;2026-06;202606;18;jeudi;1;1
2026-06-19;2026;T2;6;juin;Juin;2026-06;202606;19;vendredi;1;1
2026-06-20;2026;T2;6;juin;Juin;2026-06;202606;20;samedi;0;1
2026-06-21;2026;T2;6;juin;Juin;2026-06;202606;21;dimanche;0;1
2026-06-22;2026;T2;6;juin;Juin;2026-06;202606;22;lundi;1;1
2026-06-23;2026;T2;6;juin;Juin;2026-06;202606;23;mardi;1;1
2026-06-24;2026;T2;6;juin;Juin;2026-06;202606;24;mercredi;1;1
2026-06-25;2026;T2;6;juin;Juin;2026-06;202606;25;jeudi;1;1
2026-06-26;2026;T2;6;juin;Juin;2026-06;202606;26;vendredi;1;1
2026-06-27;2026;T2;6;juin;Juin;2026-06;202606;27;samedi;0;1
2026-06-28;2026;T2;6;juin;Juin;2026-06;202606;28;dimanche;0;1
2026-06-29;2026;T2;6;juin;Juin;2026-06;202606;29;lundi;1;1
2026-06-30;2026;T2;6;juin;Juin;2026-06;202606;30;mardi;1;1
2026-07-01;2026;T3;7;juillet;Juil;2026-07;202607;1;mercredi;1;1
2026-07-02;2026;T3;7;juillet;Juil;2026-07;202607;2;jeudi;1;1
2026-07-03;2026;T3;7;juillet;Juil;2026-07;202607;3;vendredi;1;1
2026-07-04;2026;T3;7;juillet;Juil;2026-07;202607;4;samedi;0;1
2026-07-05;2026;T3;7;juillet;Juil;2026-07;202607;5;dimanche;0;1
2026-07-06;2026;T3;7;juillet;Juil;2026-07;202607;6;lundi;1;1
2026-07-07;2026;T3;7;juillet;Juil;2026-07;202607;7;mardi;1;1
2026-07-08;2026;T3;7;juillet;Juil;2026-07;202607;8;mercredi;1;1
2026-07-09;2026;T3;7;juillet;Juil;2026-07;202607;9;jeudi;1;1
2026-07-10;2026;T3;7;juillet;Juil;2026-07;202607;10;vendredi;1;1
2026-07-11;2026;T3;7;juillet;Juil;2026-07;202607;11;samedi;0;1
2026-07-12;2026;T3;7;juillet;Juil;2026-07;202607;12;dimanche;0;1
2026-07-13;2026;T3;7;juillet;Juil;2026-07;202607;13;lundi;1;1
2026-07-14;2026;T3;7;juillet;Juil;2026-07;202607;14;mardi;0;1
2026-07-15;2026;T3;7;juillet;Juil;2026-07;202607;15;mercredi;1;1
2026-07-16;2026;T3;7;juillet;Juil;2026-07;202607;16;jeudi;1;1
2026-07-17;2026;T3;7;juillet;Juil;2026-07;202607;17;vendredi;1;1
2026-07-18;2026;T3;7;juillet;Juil;2026-07;202607;18;samedi;0;1
2026-07-19;2026;T3;7;juillet;Juil;2026-07;202607;19;dimanche;0;1
2026-07-20;2026;T3;7;juillet;Juil;2026-07;202607;20;lundi;1;1
2026-07-21;2026;T3;7;juillet;Juil;2026-07;202607;21;mardi;1;1
2026-07-22;2026;T3;7;juillet;Juil;2026-07;202607;22;mercredi;1;1
2026-07-23;2026;T3;7;juillet;Juil;2026-07;202607;23;jeudi;1;1
2026-07-24;2026;T3;7;juillet;Juil;2026-07;202607;24;vendredi;1;1
2026-07-25;2026;T3;7;juillet;Juil;2026-07;202607;25;samedi;0;1
2026-07-26;2026;T3;7;juillet;Juil;2026-07;202607;26;dimanche;0;1
2026-07-27;2026;T3;7;juillet;Juil;2026-07;202607;27;lundi;1;1
2026-07-28;2026;T3;7;juillet;Juil;2026-07;202607;28;mardi;1;1
2026-07-29;2026;T3;7;juillet;Juil;2026-07;202607;29;mercredi;1;1
2026-07-30;2026;T3;7;juillet;Juil;2026-07;202607;30;jeudi;1;1
2026-07-31;2026;T3;7;juillet;Juil;2026-07;202607;31;vendredi;1;1
2026-08-01;2026;T3;8;août;Août;2026-08;202608;1;samedi;0;1
2026-08-02;2026;T3;8;août;Août;2026-08;202608;2;dimanche;0;1
2026-08-03;2026;T3;8;août;Août;2026-08;202608;3;lundi;1;1
2026-08-04;2026;T3;8;août;Août;2026-08;202608;4;mardi;1;1
2026-08-05;2026;T3;8;août;Août;2026-08;202608;5;mercredi;1;1
2026-08-06;2026;T3;8;août;Août;2026-08;202608;6;jeudi;1;1
2026-08-07;2026;T3;8;août;Août;2026-08;202608;7;vendredi;1;1
2026-08-08;2026;T3;8;août;Août;2026-08;202608;8;samedi;0;1
2026-08-09;2026;T3;8;août;Août;2026-08;202608;9;dimanche;0;1
2026-08-10;2026;T3;8;août;Août;2026-08;202608;10;lundi;1;1
2026-08-11;2026;T3;8;août;Août;2026-08;202608;11;mardi;1;1
2026-08-12;2026;T3;8;août;Août;2026-08;202608;12;mercredi;1;1
2026-08-13;2026;T3;8;août;Août;2026-08;202608;13;jeudi;1;1
2026-08-14;2026;T3;8;août;Août;2026-08;202608;14;vendredi;1;1
2026-08-15;2026;T3;8;août;Août;2026-08;202608;15;samedi;0;1
2026-08-16;2026;T3;8;août;Août;2026-08;202608;16;dimanche;0;1
2026-08-17;2026;T3;8;août;Août;2026-08;202608;17;lundi;1;1
2026-08-18;2026;T3;8;août;Août;2026-08;202608;18;mardi;1;1
2026-08-19;2026;T3;8;août;Août;2026-08;202608;19;mercredi;1;1
2026-08-20;2026;T3;8;août;Août;2026-08;202608;20;jeudi;1;1
2026-08-21;2026;T3;8;août;Août;2026-08;202608;21;vendredi;1;1
2026-08-22;2026;T3;8;août;Août;2026-08;202608;22;samedi;0;1
2026-08-23;2026;T3;8;août;Août;2026-08;202608;23;dimanche;0;1
2026-08-24;2026;T3;8;août;Août;2026-08;202608;24;lundi;1;1
2026-08-25;2026;T3;8;août;Août;2026-08;202608;25;mardi;1;1
2026-08-26;2026;T3;8;août;Août;2026-08;202608;26;mercredi;1;1
2026-08-27;2026;T3;8;août;Août;2026-08;202608;27;jeudi;1;1
2026-08-28;2026;T3;8;août;Août;2026-08;202608;28;vendredi;1;1
2026-08-29;2026;T3;8;août;Août;2026-08;202608;29;samedi;0;1
2026-08-30;2026;T3;8;août;Août;2026-08;202608;30;dimanche;0;1
2026-08-31;2026;T3;8;août;Août;2026-08;202608;31;lundi;1;1
2026-09-01;2026;T3;9;septembre;Sept;2026-09;202609;1;mardi;1;1
2026-09-02;2026;T3;9;septembre;Sept;2026-09;202609;2;mercredi;1;1
2026-09-03;2026;T3;9;septembre;Sept;2026-09;202609;3;jeudi;1;1
2026-09-04;2026;T3;9;septembre;Sept;2026-09;202609;4;vendredi;1;1
2026-09-05;2026;T3;9;septembre;Sept;2026-09;202609;5;samedi;0;1
2026-09-06;2026;T3;9;septembre;Sept;2026-09;202609;6;dimanche;0;1
2026-09-07;2026;T3;9;septembre;Sept;2026-09;202609;7;lundi;1;1
2026-09-08;2026;T3;9;septembre;Sept;2026-09;202609;8;mardi;1;1
2026-09-09;2026;T3;9;septembre;Sept;2026-09;202609;9;mercredi;1;0
2026-09-10;2026;T3;9;septembre;Sept;2026-09;202609;10;jeudi;1;0
2026-09-11;2026;T3;9;septembre;Sept;2026-09;202609;11;vendredi;1;0
2026-09-12;2026;T3;9;septembre;Sept;2026-09;202609;12;samedi;0;0
2026-09-13;2026;T3;9;septembre;Sept;2026-09;202609;13;dimanche;0;0
2026-09-14;2026;T3;9;septembre;Sept;2026-09;202609;14;lundi;1;0
2026-09-15;2026;T3;9;septembre;Sept;2026-09;202609;15;mardi;1;0
2026-09-16;2026;T3;9;septembre;Sept;2026-09;202609;16;mercredi;1;0
2026-09-17;2026;T3;9;septembre;Sept;2026-09;202609;17;jeudi;1;0
2026-09-18;2026;T3;9;septembre;Sept;2026-09;202609;18;vendredi;1;0
2026-09-19;2026;T3;9;septembre;Sept;2026-09;202609;19;samedi;0;0
2026-09-20;2026;T3;9;septembre;Sept;2026-09;202609;20;dimanche;0;0
2026-09-21;2026;T3;9;septembre;Sept;2026-09;202609;21;lundi;1;0
2026-09-22;2026;T3;9;septembre;Sept;2026-09;202609;22;mardi;1;0
2026-09-23;2026;T3;9;septembre;Sept;2026-09;202609;23;mercredi;1;0
2026-09-24;2026;T3;9;septembre;Sept;2026-09;202609;24;jeudi;1;0
2026-09-25;2026;T3;9;septembre;Sept;2026-09;202609;25;vendredi;1;0
2026-09-26;2026;T3;9;septembre;Sept;2026-09;202609;26;samedi;0;0
2026-09-27;2026;T3;9;septembre;Sept;2026-09;202609;27;dimanche;0;0
2026-09-28;2026;T3;9;septembre;Sept;2026-09;202609;28;lundi;1;0
2026-09-29;2026;T3;9;septembre;Sept;2026-09;202609;29;mardi;1;0
2026-09-30;2026;T3;9;septembre;Sept;2026-09;202609;30;mercredi;1;0
2026-10-01;2026;T4;10;octobre;Oct;2026-10;202610;1;jeudi;1;0
2026-10-02;2026;T4;10;octobre;Oct;2026-10;202610;2;vendredi;1;0
2026-10-03;2026;T4;10;octobre;Oct;2026-10;202610;3;samedi;0;0
2026-10-04;2026;T4;10;octobre;Oct;2026-10;202610;4;dimanche;0;0
2026-10-05;2026;T4;10;octobre;Oct;2026-10;202610;5;lundi;1;0
2026-10-06;2026;T4;10;octobre;Oct;2026-10;202610;6;mardi;1;0
2026-10-07;2026;T4;10;octobre;Oct;2026-10;202610;7;mercredi;1;0
2026-10-08;2026;T4;10;octobre;Oct;2026-10;202610;8;jeudi;1;0
2026-10-09;2026;T4;10;octobre;Oct;2026-10;202610;9;vendredi;1;0
2026-10-10;2026;T4;10;octobre;Oct;2026-10;202610;10;samedi;0;0
2026-10-11;2026;T4;10;octobre;Oct;2026-10;202610;11;dimanche;0;0
2026-10-12;2026;T4;10;octobre;Oct;2026-10;202610;12;lundi;1;0
2026-10-13;2026;T4;10;octobre;Oct;2026-10;202610;13;mardi;1;0
2026-10-14;2026;T4;10;octobre;Oct;2026-10;202610;14;mercredi;1;0
2026-10-15;2026;T4;10;octobre;Oct;2026-10;202610;15;jeudi;1;0
2026-10-16;2026;T4;10;octobre;Oct;2026-10;202610;16;vendredi;1;0
2026-10-17;2026;T4;10;octobre;Oct;2026-10;202610;17;samedi;0;0
2026-10-18;2026;T4;10;octobre;Oct;2026-10;202610;18;dimanche;0;0
2026-10-19;2026;T4;10;octobre;Oct;2026-10;202610;19;lundi;1;0
2026-10-20;2026;T4;10;octobre;Oct;2026-10;202610;20;mardi;1;0
2026-10-21;2026;T4;10;octobre;Oct;2026-10;202610;21;mercredi;1;0
2026-10-22;2026;T4;10;octobre;Oct;2026-10;202610;22;jeudi;1;0
2026-10-23;2026;T4;10;octobre;Oct;2026-10;202610;23;vendredi;1;0
2026-10-24;2026;T4;10;octobre;Oct;2026-10;202610;24;samedi;0;0
2026-10-25;2026;T4;10;octobre;Oct;2026-10;202610;25;dimanche;0;0
2026-10-26;2026;T4;10;octobre;Oct;2026-10;202610;26;lundi;1;0
2026-10-27;2026;T4;10;octobre;Oct;2026-10;202610;27;mardi;1;0
2026-10-28;2026;T4;10;octobre;Oct;2026-10;202610;28;mercredi;1;0
2026-10-29;2026;T4;10;octobre;Oct;2026-10;202610;29;jeudi;1;0
2026-10-30;2026;T4;10;octobre;Oct;2026-10;202610;30;vendredi;1;0
2026-10-31;2026;T4;10;octobre;Oct;2026-10;202610;31;samedi;0;0
2026-11-01;2026;T4;11;novembre;Nov;2026-11;202611;1;dimanche;0;0
2026-11-02;2026;T4;11;novembre;Nov;2026-11;202611;2;lundi;1;0
2026-11-03;2026;T4;11;novembre;Nov;2026-11;202611;3;mardi;1;0
2026-11-04;2026;T4;11;novembre;Nov;2026-11;202611;4;mercredi;1;0
2026-11-05;2026;T4;11;novembre;Nov;2026-11;202611;5;jeudi;1;0
2026-11-06;2026;T4;11;novembre;Nov;2026-11;202611;6;vendredi;1;0
2026-11-07;2026;T4;11;novembre;Nov;2026-11;202611;7;samedi;0;0
2026-11-08;2026;T4;11;novembre;Nov;2026-11;202611;8;dimanche;0;0
2026-11-09;2026;T4;11;novembre;Nov;2026-11;202611;9;lundi;1;0
2026-11-10;2026;T4;11;novembre;Nov;2026-11;202611;10;mardi;1;0
2026-11-11;2026;T4;11;novembre;Nov;2026-11;202611;11;mercredi;0;0
