ResID;Ressource;TribuID;SquadID;SocieteID;TypeRessource;Profil;DateEntree;DateSortie;TJM_EUR;CoutJournalier_EUR;TauxActivite;TauxAbsence;FTE
RES0221;Ressource 0221;T08;T08-S05;SOC01;Externe;ADC;2023-05-03;;706;793;0,7734;0,0632;1,00
RES0222;Ressource 0222;T01;T01-S05;SOC02;Externe;ADC;2026-05-11;2028-09-26;630;817;0,7096;0,1837;0,80
RES0223;Ressource 0223;T04;T04-S01;SOC99;Interne;Interne;2022-09-27;;518;628;0,9504;0,0307;1,00
RES0224;Ressource 0224;T10;T10-S01;SOC04;Externe;PU;2025-07-26;;908;1212;0,8963;0,1250;1,00
RES0225;Ressource 0225;T02;T02-S05;SOC05;Externe;PU;2025-12-16;;946;1243;0,7053;0,0844;1,00
RES0226;Ressource 0226;T09;T09-S03;SOC04;Externe;ADC;2024-09-04;;753;929;0,7821;0,0389;0,80
RES0227;Ressource 0227;T02;T02-S04;SOC99;Interne;Interne;2024-07-18;;606;731;0,9425;0,1508;0,60
RES0228;Ressource 0228;T10;T10-S05;SOC01;Externe;ADC;2023-12-29;;761;827;0,8599;0,1216;0,80
RES0229;Ressource 0229;T05;T05-S02;SOC01;Externe;ADC;2023-07-30;;700;889;0,8393;0,0412;0,60
RES0230;Ressource 0230;T04;T04-S04;SOC02;Externe;PU;2025-12-22;;656;714;0,7620;0,0492;0,50
RES0231;Ressource 0231;T12;T12-S01;SOC01;Externe;ADC;2023-05-29;;593;635;0,6514;0,0768;0,80
RES0232;Ressource 0232;T08;T08-S03;SOC01;Externe;ADC;2023-11-27;;707;846;0,7880;0,1891;1,00
RES0233;Ressource 0233;T04;T04-S05;SOC03;Externe;ADC;2024-06-04;;710;952;0,9193;0,1276;1,00
RES0234;Ressource 0234;T03;T03-S04;SOC99;Interne;Interne;2025-09-08;2028-01-17;494;627;0,6473;0,0015;0,50
RES0235;Ressource 0235;T05;T05-S02;SOC01;Externe;ADC;2024-02-09;;622;696;0,8053;0,1833;0,60
RES0236;Ressource 0236;T04;T04-S02;SOC03;Externe;PU;2025-10-21;;709;855;0,8816;0,0407;0,80
RES0237;Ressource 0237;T03;T03-S05;SOC02;Externe;ADC;2025-01-14;2027-06-12;589;623;0,7593;0,1824;1,00
RES0238;Ressource 0238;T03;T03-S02;SOC99;Interne;Interne;2023-12-20;;538;643;0,7438;0,1370;0,80
RES0239;Ressource 0239;T11;T11-S04;SOC99;Interne;Interne;2025-10-01;;425;536;0,8355;0,1530;0,80
RES0240;Ressource 0240;T03;T03-S01;SOC01;Externe;ADC;2026-05-12;;485;617;0,9266;0,1480;0,80
RES0241;Ressource 0241;T07;T07-S04;SOC99;Interne;Interne;2023-07-02;;493;622;0,9978;0,0258;0,60
RES0242;Ressource 0242;T01;T01-S04;SOC03;Externe;ADC;2023-04-01;;487;638;0,9530;0,1887;1,00
RES0243;Ressource 0243;T06;T06-S03;SOC01;Externe;PU;2026-03-15;;760;900;0,9771;0,1868;0,60
RES0244;Ressource 0244;T09;T09-S02;SOC04;Externe;ADC;2025-05-31;;518;625;0,8407;0,0696;0,60
RES0245;Ressource 0245;T12;T12-S01;SOC01;Externe;ADC;2025-10-29;;556;596;0,9515;0,0793;1,00
RES0246;Ressource 0246;T04;T04-S03;SOC99;Interne;Interne;2025-06-16;;557;690;0,8880;0,0467;1,00
RES0247;Ressource 0247;T05;T05-S02;SOC99;Interne;Interne;2025-04-26;;412;453;0,6330;0,1569;0,80
RES0248;Ressource 0248;T03;T03-S03;SOC02;Externe;ADC;2024-01-01;2026-09-29;607;653;0,9647;0,1840;0,50
RES0249;Ressource 0249;T06;T06-S03;SOC01;Externe;ADC;2022-08-23;;513;663;0,8265;0,0443;0,50
RES0250;Ressource 0250;T02;T02-S04;SOC06;Externe;ADC;2025-02-05;;497;528;0,8196;0,1710;1,00
RES0251;Ressource 0251;T05;T05-S02;SOC01;Externe;PU;2026-04-08;2028-08-15;770;912;0,9393;0,0439;0,60
RES0252;Ressource 0252;T06;T06-S04;SOC01;Externe;PU;2024-04-14;;905;1215;0,7252;0,0437;1,00
RES0253;Ressource 0253;T03;T03-S02;SOC99;Interne;Interne;2023-12-14;;597;750;0,6317;0,1711;0,80
RES0254;Ressource 0254;T06;T06-S03;SOC03;Externe;ADC;2024-10-11;2026-06-27;678;786;0,8544;0,1393;0,50
RES0255;Ressource 0255;T01;T01-S04;SOC04;Externe;ADC;2022-09-27;;570;745;0,9221;0,1092;0,50
RES0256;Ressource 0256;T02;T02-S05;SOC02;Externe;ADC;2023-01-20;2026-12-22;655;786;0,9947;0,1543;0,80
RES0257;Ressource 0257;T02;T02-S05;SOC01;Externe;ADC;2025-12-06;;555;696;0,9403;0,1806;1,00
RES0258;Ressource 0258;T01;T01-S03;SOC01;Externe;PU;2022-08-09;;675;737;0,6671;0,1237;0,80
RES0259;Ressource 0259;T02;T02-S03;SOC99;Interne;Interne;2023-11-25;;522;672;0,8224;0,1190;0,60
RES0260;Ressource 0260;T01;T01-S05;SOC01;Externe;ADC;2025-08-07;2027-09-17;677;843;0,7075;0,0450;0,60
RES0261;Ressource 0261;T08;T08-S04;SOC01;Externe;ADC;2024-08-28;2026-11-14;739;902;0,6779;0,0863;1,00
RES0262;Ressource 0262;T09;T09-S01;SOC06;Externe;ADC;2023-10-30;;523;575;0,6533;0,0741;0,60
RES0263;Ressource 0263;T11;T11-S03;SOC01;Externe;ADC;2022-11-04;;486;561;0,8729;0,0619;0,80
RES0264;Ressource 0264;T02;T02-S04;SOC01;Externe;ADC;2024-05-28;;505;631;0,6665;0,0837;1,00
RES0265;Ressource 0265;T01;T01-S02;SOC01;Externe;ADC;2025-10-12;;662;704;0,6340;0,0193;1,00
RES0266;Ressource 0266;T01;T01-S04;SOC01;Externe;ADC;2024-10-25;;699;792;0,9242;0,0508;1,00
RES0267;Ressource 0267;T02;T02-S01;SOC99;Interne;Interne;2025-10-20;;531;710;0,8388;0,1867;0,50
RES0268;Ressource 0268;T11;T11-S01;SOC99;Alternant;Alternant;2024-01-30;;211;275;0,8724;0,1364;0,80
RES0269;Ressource 0269;T05;T05-S05;SOC99;Interne;Interne;2025-05-20;2026-08-03;610;815;0,9102;0,0882;1,00
RES0270;Ressource 0270;T12;T12-S02;SOC02;Externe;ADC;2025-11-21;;738;784;0,7796;0,0271;0,50
RES0271;Ressource 0271;T09;T09-S02;SOC01;Externe;ADC;2024-09-21;;604;749;0,6221;0,1220;0,60
RES0272;Ressource 0272;T10;T10-S01;SOC99;Interne;Interne;2025-04-26;2026-11-30;609;647;0,7056;0,0548;1,00
RES0273;Ressource 0273;T10;T10-S05;SOC99;Alternant;Alternant;2024-03-30;2026-10-01;191;257;0,9664;0,0294;0,50
RES0274;Ressource 0274;T03;T03-S01;SOC99;Interne;Interne;2025-11-03;;551;628;0,9017;0,1245;0,50
RES0275;Ressource 0275;T01;T01-S01;SOC99;Interne;Interne;2022-09-24;;407;509;0,6747;0,0520;1,00
RES0276;Ressource 0276;T09;T09-S01;SOC04;Externe;PU;2025-04-21;;864;944;0,6752;0,1870;1,00
RES0277;Ressource 0277;T10;T10-S05;SOC03;Externe;ADC;2025-06-02;;523;656;0,9083;0,0011;1,00
RES0278;Ressource 0278;T04;T04-S05;SOC05;Externe;PU;2023-12-31;2025-07-20;731;945;0,7050;0,1841;0,60
RES0279;Ressource 0279;T07;T07-S04;SOC06;Externe;PU;2025-01-22;;774;828;0,6790;0,1593;1,00
RES0280;Ressource 0280;T02;T02-S02;SOC03;Externe;ADC;2023-02-17;;706;883;0,6867;0,0672;1,00
RES0281;Ressource 0281;T02;T02-S03;SOC05;Externe;ADC;2024-07-19;;574;757;0,8695;0,0678;1,00
RES0282;Ressource 0282;T03;T03-S05;SOC02;Externe;ADC;2023-07-24;2025-11-05;644;709;0,6750;0,1575;0,80
RES0283;Ressource 0283;T07;T07-S03;SOC05;Externe;ADC;2022-10-25;;764;1027;0,7476;0,1244;1,00
RES0284;Ressource 0284;T08;T08-S05;SOC01;Externe;ADC;2025-12-09;;737;827;0,7961;0,0002;0,50
RES0285;Ressource 0285;T01;T01-S02;SOC04;Externe;ADC;2022-12-11;;537;634;0,7119;0,1471;1,00
RES0286;Ressource 0286;T03;T03-S05;SOC01;Externe;ADC;2024-03-06;;718;949;0,8655;0,1790;1,00
RES0287;Ressource 0287;T01;T01-S03;SOC99;Interne;Interne;2024-05-28;;463;514;0,7787;0,1464;0,80
RES0288;Ressource 0288;T06;T06-S04;SOC04;Externe;PU;2025-10-27;;809;1061;0,9599;0,0230;0,60
RES0289;Ressource 0289;T04;T04-S04;SOC05;Externe;PU;2024-06-20;2025-09-07;688;803;0,8101;0,0564;0,50
RES0290;Ressource 0290;T08;T08-S05;SOC99;Alternant;Alternant;2025-09-15;;184;227;0,6818;0,0006;1,00
RES0291;Ressource 0291;T01;T01-S02;SOC02;Externe;ADC;2024-03-06;;497;595;0,7112;0,1650;0,50
RES0292;Ressource 0292;T05;T05-S05;SOC06;Externe;ADC;2026-01-25;2027-07-09;660;851;0,8291;0,1445;0,50
RES0293;Ressource 0293;T01;T01-S03;SOC99;Interne;Interne;2025-03-19;;617;807;0,9674;0,0624;0,60
RES0294;Ressource 0294;T04;T04-S05;SOC05;Externe;ADC;2023-12-31;;587;628;0,8213;0,0156;1,00
RES0295;Ressource 0295;T07;T07-S02;SOC02;Externe;PU;2024-08-21;2025-11-09;867;972;0,9553;0,0166;1,00
RES0296;Ressource 0296;T01;T01-S01;SOC02;Externe;ADC;2026-01-27;;518;572;0,9164;0,0577;1,00
RES0297;Ressource 0297;T02;T02-S05;SOC04;Externe;ADC;2025-04-12;;714;932;0,7410;0,0927;1,00
RES0298;Ressource 0298;T05;T05-S04;SOC99;Interne;Interne;2026-03-14;;524;563;0,8310;0,1731;0,50
RES0299;Ressource 0299;T05;T05-S01;SOC99;Alternant;Alternant;2022-08-20;;208;281;0,8739;0,1184;1,00
RES0300;Ressource 0300;T04;T04-S05;SOC02;Externe;ADC;2023-08-03;;725;849;0,9112;0,0250;1,00
RES0301;Ressource 0301;T01;T01-S02;SOC01;Externe;ADC;2023-01-07;;485;615;0,9735;0,0806;1,00
RES0302;Ressource 0302;T03;T03-S04;SOC99;Interne;Interne;2023-06-10;;405;453;0,9234;0,0823;0,80
RES0303;Ressource 0303;T02;T02-S01;SOC02;Externe;ADC;2024-02-14;;672;765;0,7681;0,1025;1,00
RES0304;Ressource 0304;T02;T02-S01;SOC99;Interne;Interne;2025-11-28;2026-07-25;515;641;0,9135;0,0891;0,50
RES0305;Ressource 0305;T03;T03-S02;SOC03;Externe;ADC;2023-12-29;;648;693;0,9389;0,1308;1,00
RES0306;Ressource 0306;T09;T09-S02;SOC02;Externe;ADC;2024-05-07;2026-07-09;487;515;0,7266;0,0316;1,00
RES0307;Ressource 0307;T03;T03-S03;SOC99;Interne;Interne;2022-12-23;;464;574;0,8093;0,1470;0,60
RES0308;Ressource 0308;T01;T01-S04;SOC02;Externe;ADC;2023-10-11;;720;947;0,6375;0,0286;0,60
RES0309;Ressource 0309;T07;T07-S04;SOC05;Externe;PU;2026-04-18;;696;818;0,7059;0,0954;0,50
RES0310;Ressource 0310;T11;T11-S04;SOC02;Externe;PU;2025-04-03;;657;809;0,7950;0,0126;0,80
RES0311;Ressource 0311;T02;T02-S05;SOC99;Interne;Interne;2024-04-21;;421;471;0,8439;0,0474;0,80
RES0312;Ressource 0312;T02;T02-S05;SOC04;Externe;PU;2025-05-17;;938;1102;0,7822;0,1187;0,60
RES0313;Ressource 0313;T06;T06-S01;SOC01;Externe;ADC;2025-02-22;2026-10-05;779;920;0,7578;0,0346;0,80
RES0314;Ressource 0314;T02;T02-S04;SOC01;Externe;PU;2022-12-01;;818;1088;0,8889;0,1598;1,00
RES0315;Ressource 0315;T12;T12-S01;SOC02;Externe;ADC;2023-11-13;;593;772;0,7910;0,0400;0,80
RES0316;Ressource 0316;T03;T03-S02;SOC02;Externe;PU;2022-09-22;2026-08-09;737;784;0,9312;0,1158;1,00
RES0317;Ressource 0317;T09;T09-S04;SOC01;Externe;ADC;2025-09-30;2028-01-13;729;810;0,7174;0,0558;1,00
RES0318;Ressource 0318;T02;T02-S05;SOC99;Interne;Interne;2023-04-20;;603;661;0,9287;0,1877;1,00
RES0319;Ressource 0319;T03;T03-S01;SOC03;Externe;PU;2023-05-24;;946;1015;0,9889;0,0580;0,50
RES0320;Ressource 0320;T04;T04-S02;SOC99;Interne;Interne;2023-12-10;;431;518;0,6425;0,1503;0,50
RES0321;Ressource 0321;T12;T12-S01;SOC03;Externe;ADC;2023-12-18;;688;883;0,9500;0,1546;1,00
RES0322;Ressource 0322;T09;T09-S05;SOC05;Externe;ADC;2022-10-21;2027-04-15;634;680;0,7122;0,0684;0,50
RES0323;Ressource 0323;T01;T01-S02;SOC06;Externe;ADC;2024-06-22;;599;718;0,8110;0,1657;1,00
RES0324;Ressource 0324;T03;T03-S04;SOC99;Interne;Interne;2022-12-27;;563;625;0,6905;0,0036;0,80
RES0325;Ressource 0325;T07;T07-S03;SOC01;Externe;ADC;2025-06-22;;674;733;0,9452;0,0336;0,50
RES0326;Ressource 0326;T01;T01-S01;SOC99;Interne;Interne;2023-09-25;;545;617;0,7398;0,0471;0,80
RES0327;Ressource 0327;T11;T11-S02;SOC01;Externe;PU;2022-11-23;;930;1127;0,9142;0,1135;0,60
RES0328;Ressource 0328;T02;T02-S05;SOC99;Interne;Interne;2025-11-27;2026-04-18;412;504;0,9943;0,1082;0,50
RES0329;Ressource 0329;T02;T02-S01;SOC99;Interne;Interne;2023-05-23;;582;690;0,6225;0,1205;0,60
RES0330;Ressource 0330;T11;T11-S04;SOC05;Externe;ADC;2025-04-29;;514;546;0,9605;0,0619;0,50
RES0331;Ressource 0331;T03;T03-S02;SOC02;Externe;ADC;2025-02-07;;603;633;0,9486;0,0660;1,00
RES0332;Ressource 0332;T02;T02-S03;SOC01;Externe;ADC;2024-10-25;2026-07-06;620;679;0,6391;0,0991;1,00
RES0333;Ressource 0333;T09;T09-S05;SOC01;Externe;ADC;2022-08-04;;561;707;0,8780;0,0585;1,00
RES0334;Ressource 0334;T06;T06-S01;SOC03;Externe;PU;2024-11-11;;677;778;0,7895;0,1043;1,00
RES0335;Ressource 0335;T05;T05-S04;SOC01;Externe;ADC;2022-10-25;;532;616;0,9364;0,0721;1,00
RES0336;Ressource 0336;T04;T04-S01;SOC01;Externe;ADC;2026-02-08;;667;857;0,9260;0,0988;0,60
RES0337;Ressource 0337;T12;T12-S05;SOC01;Externe;ADC;2025-09-27;;639;862;0,6995;0,0979;0,60
RES0338;Ressource 0338;T07;T07-S02;SOC05;Externe;ADC;2024-12-01;;648;755;0,9276;0,0548;0,50
RES0339;Ressource 0339;T08;T08-S02;SOC01;Externe;ADC;2024-01-02;;711;801;0,6232;0,0874;1,00
RES0340;Ressource 0340;T02;T02-S01;SOC02;Externe;ADC;2026-04-17;;627;705;0,9491;0,1525;1,00
RES0341;Ressource 0341;T04;T04-S03;SOC01;Externe;PU;2025-07-28;;796;943;0,9765;0,0085;0,80
RES0342;Ressource 0342;T01;T01-S02;SOC99;Interne;Interne;2025-11-23;;491;586;0,8504;0,1764;0,50
RES0343;Ressource 0343;T05;T05-S01;SOC99;Alternant;Alternant;2025-01-22;;234;301;0,8534;0,1391;1,00
RES0344;Ressource 0344;T01;T01-S03;SOC99;Interne;Interne;2023-03-02;;528;559;0,9465;0,0094;1,00
RES0345;Ressource 0345;T08;T08-S04;SOC99;Alternant;Alternant;2022-08-24;;235;264;0,9044;0,1870;0,60
RES0346;Ressource 0346;T11;T11-S03;SOC01;Externe;PU;2023-01-24;;935;1084;0,8843;0,0965;0,60
RES0347;Ressource 0347;T03;T03-S05;SOC05;Externe;ADC;2025-09-22;;650;730;0,9034;0,1222;0,60
RES0348;Ressource 0348;T02;T02-S01;SOC03;Externe;ADC;2022-09-14;;629;686;0,7245;0,0800;0,80
RES0349;Ressource 0349;T01;T01-S04;SOC99;Interne;Interne;2023-11-23;;581;650;0,8583;0,0561;1,00
RES0350;Ressource 0350;T02;T02-S01;SOC99;Interne;Interne;2024-01-27;;560;733;0,7132;0,1674;1,00
RES0351;Ressource 0351;T03;T03-S01;SOC99;Interne;Interne;2023-12-09;;601;658;0,6316;0,1616;1,00
RES0352;Ressource 0352;T07;T07-S03;SOC05;Externe;ADC;2026-01-27;2028-06-22;512;644;0,6834;0,0786;1,00
RES0353;Ressource 0353;T08;T08-S04;SOC04;Externe;ADC;2022-12-23;2026-02-15;599;710;0,6262;0,0192;1,00
RES0354;Ressource 0354;T06;T06-S05;SOC03;Externe;PU;2026-02-06;;843;1129;0,9459;0,0896;0,50
RES0355;Ressource 0355;T12;T12-S02;SOC99;Interne;Interne;2024-03-31;;427;576;0,8157;0,0160;0,80
RES0356;Ressource 0356;T02;T02-S02;SOC01;Externe;ADC;2025-06-19;;704;926;0,8143;0,1880;1,00
RES0357;Ressource 0357;T03;T03-S02;SOC03;Externe;ADC;2025-12-28;;715;767;0,8872;0,0215;0,60
RES0358;Ressource 0358;T09;T09-S04;SOC01;Externe;ADC;2023-07-07;;713;843;0,7835;0,0560;1,00
RES0359;Ressource 0359;T09;T09-S02;SOC01;Externe;ADC;2024-07-02;;636;737;0,8108;0,0025;1,00
RES0360;Ressource 0360;T03;T03-S05;SOC01;Externe;ADC;2023-07-19;;731;835;0,8041;0,0049;0,60
RES0361;Ressource 0361;T04;T04-S03;SOC01;Externe;ADC;2024-11-24;;724;928;0,7865;0,0652;1,00
RES0362;Ressource 0362;T02;T02-S02;SOC02;Externe;PU;2023-02-16;2026-01-29;843;951;0,7884;0,0589;1,00
RES0363;Ressource 0363;T01;T01-S02;SOC99;Interne;Interne;2025-03-02;;469;515;0,9487;0,1860;0,50
RES0364;Ressource 0364;T07;T07-S05;SOC02;Externe;PU;2023-07-26;;672;806;0,8911;0,1738;1,00
RES0365;Ressource 0365;T01;T01-S02;SOC01;Externe;ADC;2024-01-28;2027-02-02;702;780;0,6507;0,0336;1,00
RES0366;Ressource 0366;T01;T01-S02;SOC04;Externe;ADC;2025-12-23;;524;682;0,9454;0,0894;1,00
RES0367;Ressource 0367;T02;T02-S04;SOC99;Interne;Interne;2023-10-12;;534;625;0,7662;0,0246;0,60
RES0368;Ressource 0368;T01;T01-S03;SOC01;Externe;PU;2023-10-09;;646;727;0,7035;0,0161;1,00
RES0369;Ressource 0369;T04;T04-S03;SOC01;Externe;ADC;2024-03-01;2026-12-26;611;704;0,7846;0,1799;1,00
RES0370;Ressource 0370;T03;T03-S01;SOC01;Externe;ADC;2025-12-07;;574;678;0,8246;0,1068;0,80
RES0371;Ressource 0371;T10;T10-S05;SOC01;Externe;ADC;2026-03-26;;547;724;0,6714;0,1469;1,00
RES0372;Ressource 0372;T01;T01-S03;SOC05;Externe;ADC;2023-08-18;;508;582;0,9221;0,0373;0,80
RES0373;Ressource 0373;T03;T03-S01;SOC04;Externe;ADC;2026-03-14;;681;856;0,6372;0,0012;0,60
RES0374;Ressource 0374;T07;T07-S05;SOC01;Externe;ADC;2022-12-30;;757;823;0,6760;0,1254;1,00
RES0375;Ressource 0375;T05;T05-S04;SOC99;Interne;Interne;2025-02-20;;390;441;0,8847;0,0929;0,80
RES0376;Ressource 0376;T09;T09-S05;SOC99;Interne;Interne;2023-11-19;;516;616;0,7768;0,0071;0,80
RES0377;Ressource 0377;T08;T08-S01;SOC05;Externe;ADC;2025-03-19;;676;777;0,6767;0,0298;1,00
RES0378;Ressource 0378;T12;T12-S02;SOC04;Externe;ADC;2025-06-18;2026-02-01;687;791;0,9737;0,0595;0,80
RES0379;Ressource 0379;T05;T05-S04;SOC01;Externe;ADC;2026-02-19;2028-05-01;734;987;0,7392;0,0659;0,80
RES0380;Ressource 0380;T01;T01-S05;SOC01;Externe;ADC;2025-08-31;;715;759;0,9249;0,1278;1,00
RES0381;Ressource 0381;T08;T08-S02;SOC03;Externe;ADC;2026-02-15;;602;726;0,9617;0,0797;0,50
RES0382;Ressource 0382;T02;T02-S04;SOC04;Externe;ADC;2023-12-10;2026-11-21;511;573;0,7874;0,1367;0,60
RES0383;Ressource 0383;T02;T02-S02;SOC06;Externe;ADC;2026-04-01;2026-08-25;643;710;0,7082;0,1524;0,80
RES0384;Ressource 0384;T01;T01-S05;SOC99;Interne;Interne;2026-02-07;;571;661;0,9201;0,0549;1,00
RES0385;Ressource 0385;T09;T09-S04;SOC02;Externe;ADC;2024-03-02;;665;708;0,7764;0,0607;1,00
RES0386;Ressource 0386;T02;T02-S01;SOC03;Externe;ADC;2026-03-28;;713;766;0,9591;0,1614;1,00
RES0387;Ressource 0387;T08;T08-S04;SOC02;Externe;ADC;2025-03-13;;500;608;0,6529;0,0582;0,80
RES0388;Ressource 0388;T11;T11-S03;SOC03;Externe;ADC;2025-10-31;;632;801;0,8009;0,1147;1,00
RES0389;Ressource 0389;T04;T04-S05;SOC03;Externe;ADC;2023-05-22;;703;903;0,9578;0,1243;0,80
RES0390;Ressource 0390;T05;T05-S03;SOC99;Interne;Interne;2022-09-19;;558;617;0,9175;0,1537;0,60
RES0391;Ressource 0391;T05;T05-S03;SOC03;Externe;ADC;2024-07-17;;701;933;0,9804;0,0507;1,00
RES0392;Ressource 0392;T03;T03-S04;SOC04;Externe;ADC;2023-08-03;;654;713;0,8693;0,1791;0,60
RES0393;Ressource 0393;T02;T02-S04;SOC06;Externe;ADC;2025-12-12;;675;909;0,9296;0,1329;1,00
RES0394;Ressource 0394;T03;T03-S02;SOC02;Externe;ADC;2025-09-16;;497;612;0,7587;0,0930;0,60
RES0395;Ressource 0395;T08;T08-S02;SOC99;Alternant;Alternant;2024-10-29;;216;242;0,7851;0,0622;1,00
RES0396;Ressource 0396;T09;T09-S01;SOC01;Externe;ADC;2025-01-08;2026-06-15;495;649;0,6490;0,0896;0,50
RES0397;Ressource 0397;T03;T03-S04;SOC01;Externe;ADC;2023-04-05;;582;633;0,6811;0,0382;0,50
RES0398;Ressource 0398;T02;T02-S04;SOC05;Externe;ADC;2024-11-09;;561;626;0,9612;0,0259;0,60
RES0399;Ressource 0399;T02;T02-S04;SOC99;Interne;Interne;2024-11-10;;471;538;0,9758;0,1882;1,00
RES0400;Ressource 0400;T05;T05-S03;SOC99;Alternant;Alternant;2025-03-12;;207;221;0,8399;0,1865;1,00
RES0401;Ressource 0401;T02;T02-S04;SOC03;Externe;ADC;2023-02-24;;538;655;0,8197;0,1263;0,80
RES0402;Ressource 0402;T09;T09-S03;SOC01;Externe;PU;2023-03-19;2026-12-17;660;716;0,8532;0,1771;0,50
RES0403;Ressource 0403;T02;T02-S04;SOC99;Interne;Interne;2025-05-18;;551;620;0,6638;0,0503;0,60
RES0404;Ressource 0404;T02;T02-S02;SOC01;Externe;ADC;2026-01-19;;660;696;0,8681;0,1878;1,00
RES0405;Ressource 0405;T07;T07-S05;SOC06;Externe;PU;2024-06-20;;717;933;0,8115;0,0681;0,50
RES0406;Ressource 0406;T02;T02-S04;SOC02;Externe;ADC;2024-08-25;;656;707;0,6284;0,1514;1,00
RES0407;Ressource 0407;T03;T03-S05;SOC99;Interne;Interne;2024-05-17;;498;649;0,6400;0,0643;0,80
RES0408;Ressource 0408;T03;T03-S05;SOC01;Externe;ADC;2023-12-25;2026-06-28;593;639;0,9324;0,0303;1,00
RES0409;Ressource 0409;T05;T05-S02;SOC03;Externe;ADC;2023-05-28;;608;782;0,8502;0,1043;0,50
RES0410;Ressource 0410;T10;T10-S02;SOC01;Externe;PU;2024-06-16;;779;867;0,7679;0,0429;0,50
RES0411;Ressource 0411;T12;T12-S04;SOC01;Externe;ADC;2022-11-23;2027-02-28;489;623;0,6664;0,0467;0,50
RES0412;Ressource 0412;T06;T06-S01;SOC99;Interne;Interne;2024-10-19;2027-02-17;604;763;0,7505;0,0405;1,00
RES0413;Ressource 0413;T01;T01-S02;SOC02;Externe;ADC;2024-06-15;;505;610;0,9418;0,1517;0,60
RES0414;Ressource 0414;T04;T04-S03;SOC02;Externe;PU;2024-11-05;;977;1118;0,9949;0,0808;1,00
RES0415;Ressource 0415;T11;T11-S03;SOC99;Interne;Interne;2022-09-19;;598;758;0,9530;0,0058;0,60
RES0416;Ressource 0416;T02;T02-S03;SOC01;Externe;PU;2025-12-31;;946;1051;0,7793;0,0652;1,00
RES0417;Ressource 0417;T04;T04-S02;SOC02;Externe;ADC;2023-06-29;;748;999;0,7970;0,0149;1,00
RES0418;Ressource 0418;T07;T07-S04;SOC03;Externe;ADC;2022-12-23;;665;840;0,8588;0,1367;1,00
RES0419;Ressource 0419;T09;T09-S05;SOC03;Externe;ADC;2024-06-06;2027-05-05;673;759;0,6764;0,0972;0,60
RES0420;Ressource 0420;T01;T01-S01;SOC02;Externe;PU;2024-06-05;;634;712;0,8511;0,0192;1,00
RES0421;Ressource 0421;T03;T03-S03;SOC99;Interne;Interne;2023-09-20;;417;546;0,7561;0,0721;1,00
RES0422;Ressource 0422;T03;T03-S03;SOC05;Externe;ADC;2025-05-14;;546;591;0,6255;0,0054;1,00
RES0423;Ressource 0423;T02;T02-S02;SOC99;Interne;Interne;2022-11-17;;399;456;0,9481;0,1539;0,50
RES0424;Ressource 0424;T03;T03-S04;SOC03;Externe;ADC;2024-01-30;;495;577;0,7161;0,1507;1,00
RES0425;Ressource 0425;T06;T06-S02;SOC99;Interne;Interne;2024-06-08;;567;713;0,8468;0,1653;1,00
RES0426;Ressource 0426;T11;T11-S05;SOC01;Externe;ADC;2026-02-01;2028-01-08;715;888;0,9270;0,1412;0,80
RES0427;Ressource 0427;T03;T03-S03;SOC01;Externe;ADC;2026-04-19;2026-11-26;747;980;0,7377;0,1765;0,80
RES0428;Ressource 0428;T05;T05-S05;SOC01;Externe;PU;2023-10-07;;759;921;0,9265;0,1149;1,00
RES0429;Ressource 0429;T03;T03-S04;SOC04;Externe;ADC;2024-11-19;;534;653;0,8860;0,1836;0,60
RES0430;Ressource 0430;T01;T01-S01;SOC04;Externe;PU;2024-05-03;;750;990;0,6358;0,1213;0,60
RES0431;Ressource 0431;T02;T02-S03;SOC04;Externe;ADC;2024-10-13;;529;697;0,6748;0,1147;1,00
RES0432;Ressource 0432;T01;T01-S05;SOC99;Interne;Interne;2024-06-24;2027-05-06;514;563;0,8951;0,1895;0,50
RES0433;Ressource 0433;T04;T04-S04;SOC01;Externe;ADC;2025-04-24;;767;993;0,6428;0,0627;1,00
RES0434;Ressource 0434;T10;T10-S01;SOC99;Interne;Interne;2023-01-05;;416;542;0,8711;0,0332;1,00
RES0435;Ressource 0435;T10;T10-S02;SOC99;Interne;Interne;2024-10-24;;540;584;0,8143;0,0819;1,00
RES0436;Ressource 0436;T07;T07-S01;SOC01;Externe;ADC;2022-12-24;;622;731;0,7661;0,0468;0,60
RES0437;Ressource 0437;T04;T04-S03;SOC01;Externe;ADC;2025-08-16;;698;742;0,9196;0,1267;1,00
RES0438;Ressource 0438;T07;T07-S03;SOC99;Alternant;Alternant;2022-08-04;2027-02-20;222;253;0,8062;0,1177;0,60
RES0439;Ressource 0439;T05;T05-S05;SOC01;Externe;PU;2024-07-31;2025-12-08;897;1027;0,7718;0,0199;1,00
RES0440;Ressource 0440;T12;T12-S04;SOC99;Alternant;Alternant;2023-04-12;;209;228;0,8059;0,0876;0,60
RES0441;Ressource 0441;T05;T05-S05;SOC01;Externe;ADC;2022-10-30;;513;690;0,6455;0,0353;1,00
RES0442;Ressource 0442;T10;T10-S02;SOC01;Externe;ADC;2025-04-10;;706;911;0,6458;0,0270;1,00
RES0443;Ressource 0443;T09;T09-S02;SOC99;Interne;Interne;2024-05-10;;513;541;0,8077;0,1161;1,00
