Date;ResID;TribuID;SquadID;SocieteID;TypeRessource;Profil;Present;FTE
2025-02-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-03-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-04-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-05-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-06-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-07-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-08-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-09-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-10-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-11-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-12-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-01-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-02-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-03-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-04-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-05-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-06-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-07-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-08-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-09-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-10-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-11-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2026-12-01;RES0105;T08;T08-S03;SOC03;Externe;ADC;1;0,80
2025-01-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-02-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-03-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-04-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-05-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-06-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-07-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-08-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-09-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-10-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-11-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-12-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-01-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-02-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-03-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-04-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-05-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-06-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-07-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-08-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-09-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-10-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-11-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2026-12-01;RES0106;T01;T01-S02;SOC99;Alternant;Alternant;1;1,00
2025-01-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-02-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-03-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-04-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-05-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-06-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-07-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-08-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-09-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-10-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-11-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-12-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-01-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-02-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-03-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-04-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-05-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-06-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-07-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-08-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-09-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-10-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-11-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2026-12-01;RES0107;T02;T02-S04;SOC01;Externe;PU;1;0,50
2025-01-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-02-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-03-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-04-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-05-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-06-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-07-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-08-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-09-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-10-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-11-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-12-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-01-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-02-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-03-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-04-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-05-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-06-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-07-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-08-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-09-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-10-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-11-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2026-12-01;RES0108;T11;T11-S03;SOC05;Externe;ADC;1;0,50
2025-02-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-03-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-04-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-05-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-06-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-07-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-08-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-10-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-11-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2025-12-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-01-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-02-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-12-01;RES0109;T02;T02-S03;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-12-01;RES0110;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2025-10-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2025-11-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2025-12-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-01-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-02-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2026-12-01;RES0111;T01;T01-S01;SOC99;Interne;Interne;1;1,00
2025-01-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-02-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-03-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-04-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-05-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-06-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-07-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-08-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-10-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-11-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-12-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-01-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-02-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2026-12-01;RES0112;T06;T06-S03;SOC99;Interne;Interne;1;1,00
2025-01-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-02-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-03-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-04-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-05-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-06-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-07-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-08-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-09-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-10-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-11-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-12-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-01-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-02-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-03-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-04-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-05-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-06-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-07-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-08-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-09-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-10-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-11-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2026-12-01;RES0113;T09;T09-S05;SOC01;Externe;ADC;1;0,80
2025-01-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-02-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-03-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-04-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-05-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-06-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-07-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-08-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-09-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-10-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-11-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-12-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-01-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-02-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-03-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-04-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-05-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-06-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-07-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-08-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-09-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-10-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-11-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2026-12-01;RES0114;T02;T02-S02;SOC03;Externe;PU;1;0,50
2025-01-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-02-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-03-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-04-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-05-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-06-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-07-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-08-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-09-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-10-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-11-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-12-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2026-01-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2026-02-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2026-03-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2026-04-01;RES0115;T11;T11-S01;SOC02;Externe;PU;1;0,50
2025-01-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-02-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-03-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-04-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-05-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-06-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-07-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-08-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-09-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-10-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-11-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-12-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-01-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-02-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-03-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-04-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-05-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-06-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-07-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-08-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-09-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-10-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-11-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2026-12-01;RES0116;T02;T02-S03;SOC02;Externe;ADC;1;1,00
2025-01-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-02-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-03-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-04-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-05-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-06-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-07-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-08-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-09-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-10-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-11-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-12-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-01-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-02-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-03-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-04-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-05-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-06-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2026-07-01;RES0117;T07;T07-S05;SOC03;Externe;ADC;1;0,50
2025-01-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-02-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-03-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-04-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-05-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-06-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-07-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-08-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-09-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-10-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-11-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-12-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-01-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-02-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-03-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-04-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-05-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-06-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2026-07-01;RES0118;T02;T02-S04;SOC01;Externe;PU;1;1,00
2025-01-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-02-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-03-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-04-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-05-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-06-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-07-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-08-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-10-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-11-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-12-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-01-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-02-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0119;T06;T06-S05;SOC99;Interne;Interne;1;1,00
2025-01-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-02-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-03-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-04-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-05-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-06-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-07-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-08-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-09-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-10-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-11-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-12-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-01-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-02-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-03-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-04-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-05-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-06-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-07-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-08-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-09-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-10-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-11-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2026-12-01;RES0120;T04;T04-S03;SOC01;Externe;PU;1;1,00
2025-01-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-02-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-03-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-04-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-05-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-06-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-07-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-08-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0121;T09;T09-S02;SOC99;Interne;Interne;1;1,00
