Date;ObjetID;PortfolioID;TribuID;Budget_Initial_EUR;Budget_Engage_EUR;Budget_Consomme_EUR;Reste_A_Faire_EUR
2025-12-01;DMND0000171;PF18;T06;34584,74;31248,65;26461,27;8123,47
2026-01-01;DMND0000171;PF18;T06;39920,10;35250,43;30543,43;9376,67
2026-02-01;DMND0000171;PF18;T06;44000,48;45552,70;33665,39;10335,09
2026-03-01;DMND0000171;PF18;T06;54444,58;55888,54;41656,32;12788,26
2026-04-01;DMND0000171;PF18;T06;52078,87;48855,83;39846,28;12232,59
2026-05-01;DMND0000171;PF18;T06;33852,82;30805,85;25901,27;7951,55
2026-06-01;DMND0000171;PF18;T06;40548,64;41576,95;31024,34;9524,30
2026-07-01;DMND0000171;PF18;T06;44848,58;43471,02;34314,28;10534,30
2026-08-01;DMND0000171;PF18;T06;19739,17;20357,63;15102,72;4636,45
2026-09-01;DMND0000171;PF18;T06;0,00;0,00;0,00;0,00
2026-10-01;DMND0000171;PF18;T06;0,00;0,00;0,00;0,00
2026-11-01;DMND0000171;PF18;T06;0,00;0,00;0,00;0,00
2025-01-01;DMND0000172;PF17;T12;20824,99;18379,90;17538,12;3286,87
2025-02-01;DMND0000172;PF17;T12;19194,72;18825,18;16165,16;3029,56
2025-03-01;DMND0000172;PF17;T12;23535,92;21036,28;19821,18;3714,74
2025-04-01;DMND0000172;PF17;T12;26974,87;24777,37;22717,35;4257,52
2025-05-01;DMND0000172;PF17;T12;27104,44;27959,20;22826,47;4277,97
2025-06-01;DMND0000172;PF17;T12;51985,93;49252,29;43780,84;8205,09
2025-07-01;DMND0000172;PF17;T12;51574,79;45507,47;43434,59;8140,20
2025-08-01;DMND0000172;PF17;T12;19158,59;19597,28;16134,73;3023,86
2025-09-01;DMND0000172;PF17;T12;50799,12;49500,97;42781,35;8017,77
2025-10-01;DMND0000172;PF17;T12;50128,78;49761,41;42216,81;7911,97
2025-11-01;DMND0000172;PF17;T12;41540,42;37070,86;34983,97;6556,45
2025-12-01;DMND0000172;PF17;T12;43423,14;40690,20;36569,54;6853,60
2026-01-01;DMND0000172;PF17;T12;54247,91;49414,65;45685,80;8562,11
2026-02-01;DMND0000172;PF17;T12;57246,08;52177,47;48210,76;9035,32
2026-03-01;DMND0000172;PF17;T12;59167,65;61718,41;49829,05;9338,60
2026-04-01;DMND0000172;PF17;T12;67116,68;59104,68;56523,46;10593,22
2026-05-01;DMND0000172;PF17;T12;43994,23;41371,39;37050,49;6943,74
2026-06-01;DMND0000172;PF17;T12;70134,03;69071,46;59064,57;11069,46
2026-07-01;DMND0000172;PF17;T12;55405,89;52270,50;46661,02;8744,87
2026-08-01;DMND0000172;PF17;T12;22761,50;23750,95;19168,99;3592,51
2026-09-01;DMND0000172;PF17;T12;0,00;0,00;0,00;0,00
2026-10-01;DMND0000172;PF17;T12;0,00;0,00;0,00;0,00
2026-11-01;DMND0000172;PF17;T12;0,00;0,00;0,00;0,00
2025-01-01;DMND0000173;PF13;T11;30977,98;29654,06;24603,68;6374,30
2025-02-01;DMND0000173;PF13;T11;30432,32;29945,94;24170,30;6262,02
2025-03-01;DMND0000173;PF13;T11;36428,69;36988,33;28932,80;7495,89
2025-04-01;DMND0000173;PF13;T11;40717,32;36940,55;32338,97;8378,35
2025-05-01;DMND0000173;PF13;T11;31564,22;29829,80;25069,29;6494,93
2025-06-01;DMND0000173;PF13;T11;31772,26;32148,09;25234,52;6537,74
2025-07-01;DMND0000173;PF13;T11;36580,23;36784,98;29053,16;7527,07
2025-08-01;DMND0000173;PF13;T11;12725,49;12952,66;10106,98;2618,51
2025-09-01;DMND0000173;PF13;T11;34138,28;35969,13;27113,69;7024,59
2025-10-01;DMND0000173;PF13;T11;43790,63;40833,50;34779,89;9010,74
2025-11-01;DMND0000173;PF13;T11;26912,25;23964,88;21374,55;5537,70
2025-12-01;DMND0000173;PF13;T11;23961,70;22327,43;19031,13;4930,57
2026-01-01;DMND0000173;PF13;T11;28239,07;29250,80;22428,35;5810,72
2026-02-01;DMND0000173;PF13;T11;29620,88;30561,07;23525,83;6095,05
2026-03-01;DMND0000173;PF13;T11;39434,22;39416,75;31319,89;8114,33
2026-04-01;DMND0000173;PF13;T11;37639,71;34029,47;29894,63;7745,08
2026-05-01;DMND0000173;PF13;T11;22670,27;23139,76;18005,44;4664,83
2026-06-01;DMND0000173;PF13;T11;23344,16;23951,84;18540,66;4803,50
2026-07-01;DMND0000173;PF13;T11;27482,88;26403,55;21827,76;5655,12
2026-08-01;DMND0000173;PF13;T11;10382,71;10006,18;8246,27;2136,44
2026-09-01;DMND0000173;PF13;T11;0,00;0,00;0,00;0,00
2026-10-01;DMND0000173;PF13;T11;0,00;0,00;0,00;0,00
2026-11-01;DMND0000173;PF13;T11;0,00;0,00;0,00;0,00
2025-01-01;DMND0000174;PF15;T08;6188,82;6416,94;5149,35;1039,47
2025-02-01;DMND0000174;PF15;T08;5799,54;5732,22;4825,45;974,09
2025-03-01;DMND0000174;PF15;T08;19115,31;19051,94;15904,71;3210,60
2025-04-01;DMND0000174;PF15;T08;18753,71;18092,17;15603,84;3149,87
2025-05-01;DMND0000174;PF15;T08;12473,60;13207,62;10378,54;2095,06
2025-06-01;DMND0000174;PF15;T08;29238,49;29820,82;24327,60;4910,89
2025-07-01;DMND0000174;PF15;T08;26889,05;23815,28;22372,77;4516,28
2025-08-01;DMND0000174;PF15;T08;13605,77;12360,83;11320,55;2285,22
2025-09-01;DMND0000174;PF15;T08;33134,82;32200,53;27569,50;5565,32
2025-10-01;DMND0000174;PF15;T08;52646,71;51412,43;43804,18;8842,53
2025-11-01;DMND0000174;PF15;T08;41821,52;38391,50;34797,19;7024,33
2025-12-01;DMND0000174;PF15;T08;33090,23;29741,98;27532,40;5557,83
2026-01-01;DMND0000174;PF15;T08;36798,52;38386,92;30617,85;6180,67
2026-02-01;DMND0000174;PF15;T08;36532,12;37012,95;30396,19;6135,93
2026-03-01;DMND0000174;PF15;T08;54970,36;54251,70;45737,55;9232,81
2026-04-01;DMND0000174;PF15;T08;50973,76;52320,50;42412,22;8561,54
2026-05-01;DMND0000174;PF15;T08;30218,12;30987,74;25142,69;5075,43
2026-06-01;DMND0000174;PF15;T08;41647,22;39208,50;34652,16;6995,06
2026-07-01;DMND0000174;PF15;T08;36190,82;38012,57;30112,22;6078,60
2026-08-01;DMND0000174;PF15;T08;16970,44;16055,55;14120,09;2850,35
2026-09-01;DMND0000174;PF15;T08;0,00;0,00;0,00;0,00
2026-10-01;DMND0000174;PF15;T08;0,00;0,00;0,00;0,00
2026-11-01;DMND0000174;PF15;T08;0,00;0,00;0,00;0,00
2025-01-01;DMND0000175;PF14;T01;12906,83;13377,11;9073,62;3833,21
2025-02-01;DMND0000175;PF14;T01;9157,20;8531,94;6437,60;2719,60
2025-03-01;DMND0000175;PF14;T01;12398,30;12275,38;8716,12;3682,18
2025-04-01;DMND0000175;PF14;T01;12933,74;11675,14;9092,54;3841,20
2025-05-01;DMND0000175;PF14;T01;9903,88;9779,16;6962,52;2941,36
2025-06-01;DMND0000175;PF14;T01;10701,22;10663,65;7523,06;3178,16
2025-07-01;DMND0000175;PF14;T01;10730,88;10069,73;7543,91;3186,97
2025-08-01;DMND0000175;PF14;T01;4505,46;4727,71;3167,38;1338,08
2025-09-01;DMND0000175;PF14;T01;12313,45;10898,57;8656,47;3656,98
2025-10-01;DMND0000175;PF14;T01;14156,36;13477,81;9952,05;4204,31
2025-11-01;DMND0000175;PF14;T01;10256,14;10076,50;7210,16;3045,98
2025-12-01;DMND0000175;PF14;T01;9678,24;9839,64;6803,89;2874,35
2026-01-01;DMND0000175;PF14;T01;10632,35;9882,96;7474,64;3157,71
2026-02-01;DMND0000175;PF14;T01;28641,85;30101,45;20135,49;8506,36
2026-03-01;DMND0000175;PF14;T01;45670,06;47888,11;32106,48;13563,58
2026-04-01;DMND0000175;PF14;T01;49383,20;47213,60;34716,85;14666,35
2026-05-01;DMND0000175;PF14;T01;33754,76;33694,98;23729,91;10024,85
2026-06-01;DMND0000175;PF14;T01;49694,65;50992,71;34935,80;14758,85
2026-07-01;DMND0000175;PF14;T01;44141,38;43270,65;31031,80;13109,58
2026-08-01;DMND0000175;PF14;T01;14257,15;12907,23;10022,91;4234,24
2026-09-01;DMND0000175;PF14;T01;0,00;0,00;0,00;0,00
2026-10-01;DMND0000175;PF14;T01;0,00;0,00;0,00;0,00
2026-11-01;DMND0000175;PF14;T01;0,00;0,00;0,00;0,00
2025-01-01;DMND0000176;PF13;T06;8451,50;7976,19;8985,80;0,00
2025-02-01;DMND0000176;PF13;T06;7745,55;7568,40;8235,22;0,00
2025-03-01;DMND0000176;PF13;T06;10522,34;10649,89;11187,56;0,00
2025-04-01;DMND0000176;PF13;T06;10031,47;9090,94;10665,66;0,00
2025-05-01;DMND0000176;PF13;T06;7724,36;7609,82;8212,70;0,00
2025-06-01;DMND0000176;PF13;T06;8607,97;7694,60;9152,17;0,00
2025-07-01;DMND0000176;PF13;T06;8217,05;8094,63;8736,53;0,00
2025-08-01;DMND0000176;PF13;T06;3502,10;3666,58;3723,50;0,00
2025-09-01;DMND0000176;PF13;T06;9275,82;9807,29;9862,24;0,00
2025-10-01;DMND0000176;PF13;T06;13612,53;12918,08;14473,12;0,00
2025-11-01;DMND0000176;PF13;T06;10203,77;9199,19;10848,85;0,00
2025-12-01;DMND0000176;PF13;T06;12845,26;12084,69;13657,34;0,00
2026-01-01;DMND0000176;PF13;T06;14317,27;13636,12;15222,41;0,00
2026-02-01;DMND0000176;PF13;T06;19515,41;17950,43;20749,18;0,00
2026-03-01;DMND0000176;PF13;T06;38046,47;33982,51;40451,77;0,00
2026-04-01;DMND0000176;PF13;T06;40183,13;36272,62;42723,51;0,00
2026-05-01;DMND0000176;PF13;T06;22164,95;21400,86;23566,22;0,00
2026-06-01;DMND0000176;PF13;T06;32754,33;32347,48;34825,06;0,00
2026-07-01;DMND0000176;PF13;T06;30819,10;31975,30;32767,49;0,00
2026-08-01;DMND0000176;PF13;T06;12493,99;12620,61;13283,86;0,00
2026-09-01;DMND0000176;PF13;T06;0,00;0,00;0,00;0,00
2026-10-01;DMND0000176;PF13;T06;0,00;0,00;0,00;0,00
2026-11-01;DMND0000176;PF13;T06;0,00;0,00;0,00;0,00
2025-01-01;DMND0000177;PF09;T12;11615,98;10963,85;11462,11;153,87
2025-02-01;DMND0000177;PF09;T12;10288,74;9947,63;10152,45;136,29
2025-03-01;DMND0000177;PF09;T12;12942,84;13468,95;12771,39;171,45
2025-04-01;DMND0000177;PF09;T12;12717,64;13182,26;12549,17;168,47
2025-05-01;DMND0000177;PF09;T12;11703,95;11918,92;11548,91;155,04
2025-06-01;DMND0000177;PF09;T12;13785,64;14364,22;13603,03;182,61
2025-07-01;DMND0000177;PF09;T12;16515,96;16807,07;16297,18;218,78
2025-08-01;DMND0000177;PF09;T12;6029,39;5455,82;5949,52;79,87
2025-09-01;DMND0000177;PF09;T12;17579,92;15690,41;17347,04;232,88
2025-10-01;DMND0000177;PF09;T12;16316,53;14940,41;16100,39;216,14
2025-11-01;DMND0000177;PF09;T12;15551,86;14995,42;15345,85;206,01
2025-12-01;DMND0000177;PF09;T12;11840,53;12197,63;11683,68;156,85
2026-01-01;DMND0000177;PF09;T12;15259,26;13489,02;15057,12;202,14
2026-02-01;DMND0000177;PF09;T12;11630,29;10973,90;11476,23;154,06
2026-03-01;DMND0000177;PF09;T12;15733,69;14238,85;15525,27;208,42
2026-04-01;DMND0000177;PF09;T12;20157,70;20221,12;19890,68;267,02
2026-05-01;DMND0000177;PF09;T12;13981,25;13207,71;13796,04;185,21
2026-06-01;DMND0000177;PF09;T12;14874,73;13773,45;14677,69;197,04
2026-07-01;DMND0000177;PF09;T12;17454,20;15985,36;17222,99;231,21
2026-08-01;DMND0000177;PF09;T12;6512,09;5798,89;6425,83;86,26
2026-09-01;DMND0000177;PF09;T12;0,00;0,00;0,00;0,00
2026-10-01;DMND0000177;PF09;T12;0,00;0,00;0,00;0,00
2026-11-01;DMND0000177;PF09;T12;0,00;0,00;0,00;0,00
2025-01-01;DMND0000178;PF17;T07;11441,10;10934,52;11989,06;0,00
2025-02-01;DMND0000178;PF17;T07;10525,27;10842,26;11029,36;0,00
2025-03-01;DMND0000178;PF17;T07;12308,67;12196,81;12898,18;0,00
2025-04-01;DMND0000178;PF17;T07;12774,55;11796,40;13386,37;0,00
2025-05-01;DMND0000178;PF17;T07;9701,13;9356,64;10165,75;0,00
2025-06-01;DMND0000178;PF17;T07;11176,42;10759,61;11711,70;0,00
2025-07-01;DMND0000178;PF17;T07;14321,27;13009,25;15007,17;0,00
2025-08-01;DMND0000178;PF17;T07;4120,29;3820,84;4317,63;0,00
2025-09-01;DMND0000178;PF17;T07;10430,37;9220,87;10929,92;0,00
2025-10-01;DMND0000178;PF17;T07;16527,53;16806,15;17319,09;0,00
2025-11-01;DMND0000178;PF17;T07;11220,47;10519,02;11757,86;0,00
2025-12-01;DMND0000178;PF17;T07;8669,53;8499,40;9084,75;0,00
2026-01-01;DMND0000178;PF17;T07;10384,55;10877,65;10881,90;0,00
2026-02-01;DMND0000178;PF17;T07;11298,06;11515,81;11839,16;0,00
2026-03-01;DMND0000178;PF17;T07;16273,77;14869,35;17053,18;0,00
2026-04-01;DMND0000178;PF17;T07;14996,90;13324,09;15715,16;0,00
2026-05-01;DMND0000178;PF17;T07;9614,36;9938,14;10074,83;0,00
2026-06-01;DMND0000178;PF17;T07;11830,16;11682,40;12396,75;0,00
2026-07-01;DMND0000178;PF17;T07;12207,80;12921,50;12792,48;0,00
2026-08-01;DMND0000178;PF17;T07;5389,03;4918,42;5647,13;0,00
2026-09-01;DMND0000178;PF17;T07;0,00;0,00;0,00;0,00
2026-10-01;DMND0000178;PF17;T07;0,00;0,00;0,00;0,00
2026-11-01;DMND0000178;PF17;T07;0,00;0,00;0,00;0,00
2025-01-01;DMND0000179;PF18;T07;12214,75;10750,74;8695,70;3519,05
2025-02-01;DMND0000179;PF18;T07;10532,14;11124,64;7497,85;3034,29
2025-03-01;DMND0000179;PF18;T07;13979,16;12932,37;9951,79;4027,37
2025-04-01;DMND0000179;PF18;T07;12354,01;11742,92;8794,84;3559,17
2025-05-01;DMND0000179;PF18;T07;11688,20;11771,11;8320,85;3367,35
2025-06-01;DMND0000179;PF18;T07;11163,02;11142,31;7946,97;3216,05
2025-07-01;DMND0000179;PF18;T07;13013,76;13753,94;9264,52;3749,24
2025-08-01;DMND0000179;PF18;T07;4925,76;5008,68;3506,66;1419,10
2025-09-01;DMND0000179;PF18;T07;13740,13;14289,99;9781,62;3958,51
2025-10-01;DMND0000179;PF18;T07;14778,43;15065,68;10520,79;4257,64
2025-11-01;DMND0000179;PF18;T07;10507,46;10641,84;7480,28;3027,18
2025-12-01;DMND0000179;PF18;T07;17927,43;16707,37;12762,57;5164,86
2026-01-01;DMND0000179;PF18;T07;22057,22;22229,31;15702,57;6354,65
2026-02-01;DMND0000179;PF18;T07;21359,09;19462,79;15205,57;6153,52
2026-03-01;DMND0000179;PF18;T07;26260,79;25874,13;18695,10;7565,69
2026-04-01;DMND0000179;PF18;T07;30929,64;32149,65;22018,86;8910,78
2026-05-01;DMND0000179;PF18;T07;19292,61;19699,18;13734,44;5558,17
2026-06-01;DMND0000179;PF18;T07;26007,15;25746,76;18514,53;7492,62
2026-07-01;DMND0000179;PF18;T07;24286,35;21491,31;17289,49;6996,86
2026-08-01;DMND0000179;PF18;T07;10686,46;10838,90;7607,71;3078,75
2026-09-01;DMND0000179;PF18;T07;0,00;0,00;0,00;0,00
2026-10-01;DMND0000179;PF18;T07;0,00;0,00;0,00;0,00
2026-11-01;DMND0000179;PF18;T07;0,00;0,00;0,00;0,00
2025-01-01;DMND0000180;PF09;T03;23251,50;21576,32;19032,18;4219,32
2025-02-01;DMND0000180;PF09;T03;21493,04;19307,21;17592,82;3900,22
2025-03-01;DMND0000180;PF09;T03;29299,44;29564,21;23982,64;5316,80
2025-04-01;DMND0000180;PF09;T03;31096,60;29326,15;25453,68;5642,92
2025-05-01;DMND0000180;PF09;T03;18861,67;19300,27;15438,95;3422,72
2025-06-01;DMND0000180;PF09;T03;25557,66;24529,87;20919,86;4637,80
2025-07-01;DMND0000180;PF09;T03;28160,48;25250,31;23050,36;5110,12
2025-08-01;DMND0000180;PF09;T03;10234,58;10402,57;8377,37;1857,21
2025-09-01;DMND0000180;PF09;T03;27875,45;29098,45;22817,05;5058,40
2025-10-01;DMND0000180;PF09;T03;26839,67;27414,90;21969,23;4870,44
2025-11-01;DMND0000180;PF09;T03;26201,30;26028,40;21446,70;4754,60
2025-12-01;DMND0000180;PF09;T03;20838,26;19011,52;17056,86;3781,40
2026-01-01;DMND0000180;PF09;T03;28235,70;28277,57;23111,93;5123,77
2026-02-01;DMND0000180;PF09;T03;21813,76;19871,37;17855,34;3958,42
2026-03-01;DMND0000180;PF09;T03;25354,19;25911,54;20753,31;4600,88
2026-04-01;DMND0000180;PF09;T03;38591,01;39122,44;31588,12;7002,89
2026-05-01;DMND0000180;PF09;T03;22924,07;22630,15;18764,17;4159,90
2026-06-01;DMND0000180;PF09;T03;25591,31;26229,78;20947,40;4643,91
2026-07-01;DMND0000180;PF09;T03;28568,33;28633,88;23384,20;5184,13
2026-08-01;DMND0000180;PF09;T03;11001,58;11175,01;9005,19;1996,39
2026-09-01;DMND0000180;PF09;T03;0,00;0,00;0,00;0,00
2026-10-01;DMND0000180;PF09;T03;0,00;0,00;0,00;0,00
2026-11-01;DMND0000180;PF09;T03;0,00;0,00;0,00;0,00
2025-01-01;DMND0000181;PF06;T02;8238,31;7765,87;8327,45;0,00
2025-02-01;DMND0000181;PF06;T02;12399,62;12277,83;12533,78;0,00
2025-03-01;DMND0000181;PF06;T02;45932,60;43264,45;46429,59;0,00
2025-04-01;DMND0000181;PF06;T02;42493,40;38412,12;42953,18;0,00
2025-05-01;DMND0000181;PF06;T02;32880,77;33480,53;33236,54;0,00
2025-06-01;DMND0000181;PF06;T02;44599,97;41668,44;45082,54;0,00
2025-07-01;DMND0000181;PF06;T02;38561,95;36754,04;38979,19;0,00
2025-08-01;DMND0000181;PF06;T02;18795,14;19236,88;18998,50;0,00
2025-09-01;DMND0000181;PF06;T02;41979,28;42986,35;42433,50;0,00
2025-10-01;DMND0000181;PF06;T02;52756,06;46607,04;53326,88;0,00
2025-11-01;DMND0000181;PF06;T02;39588,76;39850,33;40017,11;0,00
2025-12-01;DMND0000181;PF06;T02;34599,03;34884,00;34973,39;0,00
2026-01-01;DMND0000181;PF06;T02;34750,98;35460,33;35126,99;0,00
2026-02-01;DMND0000181;PF06;T02;39754,99;35448,50;40185,14;0,00
2026-03-01;DMND0000181;PF06;T02;51907,26;52559,56;52468,90;0,00
2026-04-01;DMND0000181;PF06;T02;55885,64;57490,01;56490,33;0,00
2026-05-01;DMND0000181;PF06;T02;40355,45;39960,45;40792,10;0,00
2026-06-01;DMND0000181;PF06;T02;55743,44;53937,02;56346,59;0,00
2026-07-01;DMND0000181;PF06;T02;42563,79;39997,45;43024,33;0,00
2026-08-01;DMND0000181;PF06;T02;18481,45;17848,50;18681,42;0,00
2026-09-01;DMND0000181;PF06;T02;0,00;0,00;0,00;0,00
2026-10-01;DMND0000181;PF06;T02;0,00;0,00;0,00;0,00
2026-11-01;DMND0000181;PF06;T02;0,00;0,00;0,00;0,00
2025-01-01;DMND0000182;PF02;T04;10357,08;9214,31;7189,59;3167,49
2025-02-01;DMND0000182;PF02;T04;7302,73;6986,00;5069,35;2233,38
2025-03-01;DMND0000182;PF02;T04;9579,56;10144,71;6649,86;2929,70
2025-04-01;DMND0000182;PF02;T04;10498,28;9658,56;7287,61;3210,67
2025-05-01;DMND0000182;PF02;T04;6107,86;6201,19;4239,90;1867,96
2025-06-01;DMND0000182;PF02;T04;8588,16;8636,22;5961,66;2626,50
2025-07-01;DMND0000182;PF02;T04;10471,26;10595,84;7268,85;3202,41
2025-08-01;DMND0000182;PF02;T04;2901,80;3043,48;2014,35;887,45
2025-09-01;DMND0000182;PF02;T04;9693,97;9129,57;6729,28;2964,69
2025-10-01;DMND0000182;PF02;T04;10203,59;10279,78;7083,04;3120,55
2025-11-01;DMND0000182;PF02;T04;7639,81;7734,23;5303,34;2336,47
2025-12-01;DMND0000182;PF02;T04;8250,81;7302,92;5727,48;2523,33
2026-01-01;DMND0000182;PF02;T04;9305,84;9040,23;6459,85;2845,99
2026-02-01;DMND0000182;PF02;T04;5807,87;5776,32;4031,66;1776,21
2026-03-01;DMND0000182;PF02;T04;30970,53;30773,02;21498,86;9471,67
2026-04-01;DMND0000182;PF02;T04;31101,49;27436,87;21589,77;9511,72
2026-05-01;DMND0000182;PF02;T04;21837,63;19490,78;15159,06;6678,57
2026-06-01;DMND0000182;PF02;T04;22762,01;23479,57;15800,74;6961,27
2026-07-01;DMND0000182;PF02;T04;23092,78;22916,11;16030,35;7062,43
2026-08-01;DMND0000182;PF02;T04;8557,73;8819,94;5940,53;2617,20
2026-09-01;DMND0000182;PF02;T04;0,00;0,00;0,00;0,00
2026-10-01;DMND0000182;PF02;T04;0,00;0,00;0,00;0,00
2026-11-01;DMND0000182;PF02;T04;0,00;0,00;0,00;0,00
2025-01-01;DMND0000183;PF10;T08;8783,92;7760,32;7441,53;1342,39
2025-02-01;DMND0000183;PF10;T08;8796,56;8824,30;7452,24;1344,32
2025-03-01;DMND0000183;PF10;T08;9495,62;8464,54;8044,46;1451,16
2025-04-01;DMND0000183;PF10;T08;9202,74;9567,13;7796,34;1406,40
2025-05-01;DMND0000183;PF10;T08;8105,89;7981,63;6867,12;1238,77
2025-06-01;DMND0000183;PF10;T08;10559,89;10335,29;8946,09;1613,80
2025-07-01;DMND0000183;PF10;T08;8257,76;8414,06;6995,78;1261,98
2025-08-01;DMND0000183;PF10;T08;3248,49;3286,64;2752,04;496,45
2025-09-01;DMND0000183;PF10;T08;11319,42;11007,98;9589,54;1729,88
2025-10-01;DMND0000183;PF10;T08;10046,39;8915,44;8511,06;1535,33
2025-11-01;DMND0000183;PF10;T08;8541,73;7603,20;7236,35;1305,38
2025-12-01;DMND0000183;PF10;T08;8273,84;8442,79;7009,40;1264,44
2026-01-01;DMND0000183;PF10;T08;9377,62;8621,16;7944,50;1433,12
2026-02-01;DMND0000183;PF10;T08;11519,26;11229,48;9758,84;1760,42
2026-03-01;DMND0000183;PF10;T08;14392,97;14521,63;12193,38;2199,59
2026-04-01;DMND0000183;PF10;T08;14411,57;14318,45;12209,14;2202,43
2026-05-01;DMND0000183;PF10;T08;10375,76;9532,75;8790,10;1585,66
2026-06-01;DMND0000183;PF10;T08;12800,40;12954,14;10844,19;1956,21
2026-07-01;DMND0000183;PF10;T08;14208,45;14670,48;12037,06;2171,39
2026-08-01;DMND0000183;PF10;T08;4351,50;4392,52;3686,49;665,01
2026-09-01;DMND0000183;PF10;T08;0,00;0,00;0,00;0,00
2026-10-01;DMND0000183;PF10;T08;0,00;0,00;0,00;0,00
2026-11-01;DMND0000183;PF10;T08;0,00;0,00;0,00;0,00
2025-06-01;DMND0000184;PF14;T11;2217,50;2273,43;2532,16;0,00
2025-07-01;DMND0000184;PF14;T11;2836,20;2755,48;3238,65;0,00
2025-08-01;DMND0000184;PF14;T11;952,17;888,61;1087,28;0,00
2025-09-01;DMND0000184;PF14;T11;2399,60;2439,98;2740,10;0,00
2025-10-01;DMND0000184;PF14;T11;2848,23;3012,25;3252,39;0,00
2025-11-01;DMND0000184;PF14;T11;7276,10;7696,58;8308,57;0,00
2025-12-01;DMND0000184;PF14;T11;6730,08;6776,79;7685,07;0,00
2026-01-01;DMND0000184;PF14;T11;8080,57;7525,10;9227,20;0,00
2026-02-01;DMND0000184;PF14;T11;6776,60;6836,27;7738,19;0,00
2026-03-01;DMND0000184;PF14;T11;10038,84;10518,89;11463,35;0,00
2026-04-01;DMND0000184;PF14;T11;8588,94;9012,16;9807,70;0,00
2026-05-01;DMND0000184;PF14;T11;6996,31;6611,79;7989,08;0,00
2026-06-01;DMND0000184;PF14;T11;7282,25;7533,12;8315,60;0,00
2026-07-01;DMND0000184;PF14;T11;8163,76;8174,40;9322,19;0,00
2026-08-01;DMND0000184;PF14;T11;2207,87;1943,08;2521,16;0,00
2026-09-01;DMND0000184;PF14;T11;0,00;0,00;0,00;0,00
2026-10-01;DMND0000184;PF14;T11;0,00;0,00;0,00;0,00
2026-11-01;DMND0000184;PF14;T11;0,00;0,00;0,00;0,00
2025-01-01;DMND0000185;PF17;T09;8986,98;8360,65;6952,45;2034,53
2025-02-01;DMND0000185;PF17;T09;10114,02;9218,32;7824,34;2289,68
2025-03-01;DMND0000185;PF17;T09;12613,30;12376,43;9757,82;2855,48
2025-04-01;DMND0000185;PF17;T09;11379,35;11517,23;8803,22;2576,13
2025-05-01;DMND0000185;PF17;T09;10994,13;11225,13;8505,21;2488,92
2025-06-01;DMND0000185;PF17;T09;12805,61;12921,94;9906,59;2899,02
2025-07-01;DMND0000185;PF17;T09;11340,44;10954,33;8773,12;2567,32
2025-08-01;DMND0000185;PF17;T09;5132,96;5222,82;3970,93;1162,03
2025-09-01;DMND0000185;PF17;T09;12155,59;12353,72;9403,73;2751,86
2025-10-01;DMND0000185;PF17;T09;11303,58;10351,95;8744,60;2558,98
2025-11-01;DMND0000185;PF17;T09;9556,27;9213,19;7392,86;2163,41
2025-12-01;DMND0000185;PF17;T09;7938,68;7353,27;6141,47;1797,21
2026-01-01;DMND0000185;PF17;T09;12277,02;10935,65;9497,67;2779,35
2026-02-01;DMND0000185;PF17;T09;13597,24;12639,28;10519,01;3078,23
2026-03-01;DMND0000185;PF17;T09;19016,32;18021,93;14711,28;4305,04
2026-04-01;DMND0000185;PF17;T09;17821,26;18189,68;13786,77;4034,49
2026-05-01;DMND0000185;PF17;T09;10677,82;9611,29;8260,51;2417,31
2026-06-01;DMND0000185;PF17;T09;19890,60;18742,04;15387,64;4502,96
2026-07-01;DMND0000185;PF17;T09;14688,20;14446,65;11362,99;3325,21
2026-08-01;DMND0000185;PF17;T09;6331,62;6202,88;4898,23;1433,39
2026-09-01;DMND0000185;PF17;T09;0,00;0,00;0,00;0,00
2026-10-01;DMND0000185;PF17;T09;0,00;0,00;0,00;0,00
2026-11-01;DMND0000185;PF17;T09;0,00;0,00;0,00;0,00
2025-01-01;DMND0000186;PF04;T03;7019,05;7348,25;6233,01;786,04
2025-02-01;DMND0000186;PF04;T03;4888,25;4730,89;4340,83;547,42
2025-03-01;DMND0000186;PF04;T03;7162,91;6978,27;6360,76;802,15
2025-04-01;DMND0000186;PF04;T03;6803,25;6324,01;6041,38;761,87
2025-05-01;DMND0000186;PF04;T03;5615,06;5215,05;4986,25;628,81
2025-06-01;DMND0000186;PF04;T03;6336,88;6353,96;5627,24;709,64
2025-07-01;DMND0000186;PF04;T03;6552,66;6641,37;5818,85;733,81
2025-08-01;DMND0000186;PF04;T03;3382,66;3313,78;3003,85;378,81
2025-09-01;DMND0000186;PF04;T03;5896,26;6154,60;5235,96;660,30
2025-10-01;DMND0000186;PF04;T03;8673,78;8128,79;7702,44;971,34
2025-11-01;DMND0000186;PF04;T03;7297,32;7703,06;6480,12;817,20
2025-12-01;DMND0000186;PF04;T03;9207,37;8394,03;8176,27;1031,10
2026-01-01;DMND0000186;PF04;T03;8689,74;8907,45;7716,61;973,13
2026-02-01;DMND0000186;PF04;T03;8967,64;8035,46;7963,39;1004,25
2026-03-01;DMND0000186;PF04;T03;12450,56;11986,62;11056,27;1394,29
2026-04-01;DMND0000186;PF04;T03;13709,18;14245,93;12173,94;1535,24
2026-05-01;DMND0000186;PF04;T03;11469,56;10505,58;10185,13;1284,43
